key,value
Gross National Income Per Capita (2017 PPP$) (1997),8996.955745
Gross National Income Per Capita (2017 PPP$) (1998),8796.934016
Gross National Income Per Capita (2017 PPP$) (1999),8479.1611
Gross National Income Per Capita (2017 PPP$) (2000),7770.279171
Gross National Income Per Capita (2017 PPP$) (2001),7678.403129
Gross National Income Per Capita (2017 PPP$) (2002),7743.154975
Gross National Income Per Capita (2017 PPP$) (2003),7347.283062
Gross National Income Per Capita (2017 PPP$) (2004),7737.795073
Gross National Income Per Capita (2017 PPP$) (2005),7901.043039
Gross National Income Per Capita (2017 PPP$) (2006),8511.721184
Gross National Income Per Capita (2017 PPP$) (2007),9310.21453
Gross National Income Per Capita (2017 PPP$) (2008),9906.061551
Gross National Income Per Capita (2017 PPP$) (2009),9728.88221
Gross National Income Per Capita (2017 PPP$) (2010),10686.0445
Gross National Income Per Capita (2017 PPP$) (2011),11115.68235
Gross National Income Per Capita (2017 PPP$) (2012),10883.87969
Gross National Income Per Capita (2017 PPP$) (2013),11642.91524
Gross National Income Per Capita (2017 PPP$) (2014),12129.66413
Gross National Income Per Capita (2017 PPP$) (2015),12316.53351
Gross National Income Per Capita (2017 PPP$) (2016),12683.04196
Gross National Income Per Capita (2017 PPP$) (2017),13143.46065
Gross National Income Per Capita (2017 PPP$) (2018),13368.50378
Gross National Income Per Capita (2017 PPP$) (2019),13196.09334
Gross National Income Per Capita (2017 PPP$) (2020),12869.9431
Gross National Income Per Capita (2017 PPP$) (2021),13201.59678
Gross National Income Per Capita (2017 PPP$) (2022),13161.07522
GDI Group (2022),1
Gender Development Index (value) (1990),0.926
Gender Development Index (value) (1991),0.832
Gender Development Index (value) (1992),0.864
Gender Development Index (value) (1993),0.941
Gender Development Index (value) (1994),0.938
Gender Development Index (value) (1995),0.954
Gender Development Index (value) (1996),0.96
Gender Development Index (value) (1997),0.939
Gender Development Index (value) (1998),0.942
Gender Development Index (value) (1999),0.95
Gender Development Index (value) (2000),0.939
Gender Development Index (value) (2001),0.961
Gender Development Index (value) (2002),0.932
Gender Development Index (value) (2003),0.954
Gender Development Index (value) (2004),0.961
Gender Development Index (value) (2005),0.952
Gender Development Index (value) (2006),0.951
Gender Development Index (value) (2007),0.956
Gender Development Index (value) (2008),0.958
Gender Development Index (value) (2009),0.956
Gender Development Index (value) (2010),0.956
Gender Development Index (value) (2011),0.971
Gender Development Index (value) (2012),0.98
Gender Development Index (value) (2013),0.976
Gender Development Index (value) (2014),0.978
Gender Development Index (value) (2015),0.984
Gender Development Index (value) (2016),0.979
Gender Development Index (value) (2017),0.982
Gender Development Index (value) (2018),0.985
Gender Development Index (value) (2019),0.99
Gender Development Index (value) (2020),0.991
Gender Development Index (value) (2021),0.996
Gender Development Index (value) (2022),0.994
HDI female (1990),0.580368741
HDI female (1991),0.5352866
HDI female (1992),0.556478634
HDI female (1993),0.60023351
HDI female (1994),0.603704614
HDI female (1995),0.615039052
HDI female (1996),0.62573856
HDI female (1997),0.621976739
HDI female (1998),0.628503027
HDI female (1999),0.636680133
HDI female (2000),0.63083995
HDI female (2001),0.646738771
HDI female (2002),0.638479502
HDI female (2003),0.643798945
HDI female (2004),0.655402272
HDI female (2005),0.653770464
HDI female (2006),0.65438401
HDI female (2007),0.662672608
HDI female (2008),0.673510548
HDI female (2009),0.673056228
HDI female (2010),0.681187346
HDI female (2011),0.698528615
HDI female (2012),0.707726574
HDI female (2013),0.71884893
HDI female (2014),0.720380808
HDI female (2015),0.729913605
HDI female (2016),0.726456085
HDI female (2017),0.730993004
HDI female (2018),0.734773157
HDI female (2019),0.741677758
HDI female (2020),0.738092919
HDI female (2021),0.728162734
HDI female (2022),0.727869625
"Life Expectancy at Birth, female (years) (1990)",69.749
"Life Expectancy at Birth, female (years) (1991)",70.081
"Life Expectancy at Birth, female (years) (1992)",70.422
"Life Expectancy at Birth, female (years) (1993)",70.782
"Life Expectancy at Birth, female (years) (1994)",71.076
"Life Expectancy at Birth, female (years) (1995)",71.396
"Life Expectancy at Birth, female (years) (1996)",71.746
"Life Expectancy at Birth, female (years) (1997)",71.883
"Life Expectancy at Birth, female (years) (1998)",72.194
"Life Expectancy at Birth, female (years) (1999)",72.472
"Life Expectancy at Birth, female (years) (2000)",72.688
"Life Expectancy at Birth, female (years) (2001)",72.967
"Life Expectancy at Birth, female (years) (2002)",73.432
"Life Expectancy at Birth, female (years) (2003)",73.637
"Life Expectancy at Birth, female (years) (2004)",73.815
"Life Expectancy at Birth, female (years) (2005)",73.721
"Life Expectancy at Birth, female (years) (2006)",73.924
"Life Expectancy at Birth, female (years) (2007)",74.101
"Life Expectancy at Birth, female (years) (2008)",74.316
"Life Expectancy at Birth, female (years) (2009)",74.499
"Life Expectancy at Birth, female (years) (2010)",74.766
"Life Expectancy at Birth, female (years) (2011)",74.934
"Life Expectancy at Birth, female (years) (2012)",75.248
"Life Expectancy at Birth, female (years) (2013)",75.49
"Life Expectancy at Birth, female (years) (2014)",75.668
"Life Expectancy at Birth, female (years) (2015)",75.997
"Life Expectancy at Birth, female (years) (2016)",76.413
"Life Expectancy at Birth, female (years) (2017)",76.459
"Life Expectancy at Birth, female (years) (2018)",76.342
"Life Expectancy at Birth, female (years) (2019)",76.441
"Life Expectancy at Birth, female (years) (2020)",76.156
"Life Expectancy at Birth, female (years) (2021)",73.385
"Life Expectancy at Birth, female (years) (2022)",73.571
"Expected Years of Schooling, female (years) (1990)",9.145950821
"Expected Years of Schooling, female (years) (1991)",9.404379534
"Expected Years of Schooling, female (years) (1992)",9.67011043
"Expected Years of Schooling, female (years) (1993)",9.943349838
"Expected Years of Schooling, female (years) (1994)",10.13158067
"Expected Years of Schooling, female (years) (1995)",10.50527
"Expected Years of Schooling, female (years) (1996)",10.78623009
"Expected Years of Schooling, female (years) (1997)",11.20490328
"Expected Years of Schooling, female (years) (1998)",11.62357648
"Expected Years of Schooling, female (years) (1999)",12.04224968
"Expected Years of Schooling, female (years) (2000)",12.24065971
"Expected Years of Schooling, female (years) (2001)",12.67358017
"Expected Years of Schooling, female (years) (2002)",13.24435043
"Expected Years of Schooling, female (years) (2003)",12.64665985
"Expected Years of Schooling, female (years) (2004)",12.90594006
"Expected Years of Schooling, female (years) (2005)",12.68447971
"Expected Years of Schooling, female (years) (2006)",12.7286849
"Expected Years of Schooling, female (years) (2007)",12.77289009
"Expected Years of Schooling, female (years) (2008)",13.11503029
"Expected Years of Schooling, female (years) (2009)",13.62607956
"Expected Years of Schooling, female (years) (2010)",13.52803993
"Expected Years of Schooling, female (years) (2011)",14.13470085
"Expected Years of Schooling, female (years) (2012)",14.39120093
"Expected Years of Schooling, female (years) (2013)",14.38223782
"Expected Years of Schooling, female (years) (2014)",14.63136835
"Expected Years of Schooling, female (years) (2015)",14.68277294
"Expected Years of Schooling, female (years) (2016)",14.28209719
"Expected Years of Schooling, female (years) (2017)",14.20563324
"Expected Years of Schooling, female (years) (2018)",14.4052726
"Expected Years of Schooling, female (years) (2019)",14.72476583
"Expected Years of Schooling, female (years) (2020)",14.58406313
"Expected Years of Schooling, female (years) (2021)",14.58406313
"Expected Years of Schooling, female (years) (2022)",14.58406313
"Mean Years of Schooling, female (years) (1990)",5.419168861
"Mean Years of Schooling, female (years) (1991)",5.530853449
"Mean Years of Schooling, female (years) (1992)",5.644839764
"Mean Years of Schooling, female (years) (1993)",5.761175242
"Mean Years of Schooling, female (years) (1994)",5.877510721
"Mean Years of Schooling, female (years) (1995)",5.9938462
"Mean Years of Schooling, female (years) (1996)",6.110181678
"Mean Years of Schooling, female (years) (1997)",6.226517157
"Mean Years of Schooling, female (years) (1998)",6.342852636
"Mean Years of Schooling, female (years) (1999)",6.459188115
"Mean Years of Schooling, female (years) (2000)",6.575523593
"Mean Years of Schooling, female (years) (2001)",6.691859072
"Mean Years of Schooling, female (years) (2002)",6.808194551
"Mean Years of Schooling, female (years) (2003)",6.924530029
"Mean Years of Schooling, female (years) (2004)",7.050154924
"Mean Years of Schooling, female (years) (2005)",7.175779819
"Mean Years of Schooling, female (years) (2006)",6.880959988
"Mean Years of Schooling, female (years) (2007)",6.990479946
"Mean Years of Schooling, female (years) (2008)",7.283860207
"Mean Years of Schooling, female (years) (2009)",6.699570179
"Mean Years of Schooling, female (years) (2010)",7.053486824
"Mean Years of Schooling, female (years) (2011)",7.407403469
"Mean Years of Schooling, female (years) (2012)",7.761320114
"Mean Years of Schooling, female (years) (2013)",8.314430237
"Mean Years of Schooling, female (years) (2014)",8.239689827
"Mean Years of Schooling, female (years) (2015)",8.515330315
"Mean Years of Schooling, female (years) (2016)",8.377550125
"Mean Years of Schooling, female (years) (2017)",8.485159874
"Mean Years of Schooling, female (years) (2018)",8.592769623
"Mean Years of Schooling, female (years) (2019)",8.808890343
"Mean Years of Schooling, female (years) (2020)",8.856229782
"Mean Years of Schooling, female (years) (2021)",8.856229782
"Mean Years of Schooling, female (years) (2022)",8.856229782
"Gross National Income Per Capita, female (2017 PPP$) (1990)",6007.267419
"Gross National Income Per Capita, female (2017 PPP$) (1991)",2248.562188
"Gross National Income Per Capita, female (2017 PPP$) (1992)",2959.293888
"Gross National Income Per Capita, female (2017 PPP$) (1993)",6131.619188
"Gross National Income Per Capita, female (2017 PPP$) (1994)",5932.972069
"Gross National Income Per Capita, female (2017 PPP$) (1995)",6437.848602
"Gross National Income Per Capita, female (2017 PPP$) (1996)",7036.431135
"Gross National Income Per Capita, female (2017 PPP$) (1997)",5690.122865
"Gross National Income Per Capita, female (2017 PPP$) (1998)",5589.672534
"Gross National Income Per Capita, female (2017 PPP$) (1999)",5694.108272
"Gross National Income Per Capita, female (2017 PPP$) (2000)",4695.31058
"Gross National Income Per Capita, female (2017 PPP$) (2001)",5517.905421
"Gross National Income Per Capita, female (2017 PPP$) (2002)",4031.85302
"Gross National Income Per Capita, female (2017 PPP$) (2003)",4733.753188
"Gross National Income Per Capita, female (2017 PPP$) (2004)",5339.425019
"Gross National Income Per Capita, female (2017 PPP$) (2005)",5290.220494
"Gross National Income Per Capita, female (2017 PPP$) (2006)",5583.457777
"Gross National Income Per Capita, female (2017 PPP$) (2007)",6207.265659
"Gross National Income Per Capita, female (2017 PPP$) (2008)",6530.782376
"Gross National Income Per Capita, female (2017 PPP$) (2009)",6618.462596
"Gross National Income Per Capita, female (2017 PPP$) (2010)",7079.633571
"Gross National Income Per Capita, female (2017 PPP$) (2011)",7933.369784
"Gross National Income Per Capita, female (2017 PPP$) (2012)",8077.801032
"Gross National Income Per Capita, female (2017 PPP$) (2013)",8630.42736
"Gross National Income Per Capita, female (2017 PPP$) (2014)",8497.376177
"Gross National Income Per Capita, female (2017 PPP$) (2015)",9203.219414
"Gross National Income Per Capita, female (2017 PPP$) (2016)",9245.043337
"Gross National Income Per Capita, female (2017 PPP$) (2017)",9929.856
"Gross National Income Per Capita, female (2017 PPP$) (2018)",10126.40262
"Gross National Income Per Capita, female (2017 PPP$) (2019)",10271.35264
"Gross National Income Per Capita, female (2017 PPP$) (2020)",9994.533852
"Gross National Income Per Capita, female (2017 PPP$) (2021)",10585.05121
"Gross National Income Per Capita, female (2017 PPP$) (2022)",10348.65536
HDI male (1990),0.627055258
HDI male (1991),0.643331738
HDI male (1992),0.644359976
HDI male (1993),0.6381138
HDI male (1994),0.64353204
HDI male (1995),0.64458608
HDI male (1996),0.651967134
HDI male (1997),0.662538527
HDI male (1998),0.667347319
HDI male (1999),0.670357489
HDI male (2000),0.67151565
HDI male (2001),0.672812755
HDI male (2002),0.684943547
HDI male (2003),0.67468482
HDI male (2004),0.681786696
HDI male (2005),0.687015608
HDI male (2006),0.687891373
HDI male (2007),0.69328059
HDI male (2008),0.702681012
HDI male (2009),0.703853906
HDI male (2010),0.712507432
HDI male (2011),0.719259407
HDI male (2012),0.72186044
HDI male (2013),0.736628721
HDI male (2014),0.736559465
HDI male (2015),0.742120109
HDI male (2016),0.741933673
HDI male (2017),0.744462507
HDI male (2018),0.74563329
HDI male (2019),0.749040267
HDI male (2020),0.744678051
HDI male (2021),0.73073736
HDI male (2022),0.732240438
"Life Expectancy at Birth, male (years) (1990)",66.207
"Life Expectancy at Birth, male (years) (1991)",66.347
"Life Expectancy at Birth, male (years) (1992)",66.468
"Life Expectancy at Birth, male (years) (1993)",66.603
"Life Expectancy at Birth, male (years) (1994)",66.706
"Life Expectancy at Birth, male (years) (1995)",66.779
"Life Expectancy at Birth, male (years) (1996)",66.842
"Life Expectancy at Birth, male (years) (1997)",66.951
"Life Expectancy at Birth, male (years) (1998)",66.974
"Life Expectancy at Birth, male (years) (1999)",67.029
"Life Expectancy at Birth, male (years) (2000)",67.063
"Life Expectancy at Birth, male (years) (2001)",67.106
"Life Expectancy at Birth, male (years) (2002)",66.97
"Life Expectancy at Birth, male (years) (2003)",67.276
"Life Expectancy at Birth, male (years) (2004)",67.46
"Life Expectancy at Birth, male (years) (2005)",67.61
"Life Expectancy at Birth, male (years) (2006)",67.899
"Life Expectancy at Birth, male (years) (2007)",68.334
"Life Expectancy at Birth, male (years) (2008)",68.659
"Life Expectancy at Birth, male (years) (2009)",68.962
"Life Expectancy at Birth, male (years) (2010)",69.202
"Life Expectancy at Birth, male (years) (2011)",69.505
"Life Expectancy at Birth, male (years) (2012)",69.829
"Life Expectancy at Birth, male (years) (2013)",70.179
"Life Expectancy at Birth, male (years) (2014)",70.253
"Life Expectancy at Birth, male (years) (2015)",70.548
"Life Expectancy at Birth, male (years) (2016)",70.826
"Life Expectancy at Birth, male (years) (2017)",70.986
"Life Expectancy at Birth, male (years) (2018)",70.946
"Life Expectancy at Birth, male (years) (2019)",70.961
"Life Expectancy at Birth, male (years) (2020)",70.398
"Life Expectancy at Birth, male (years) (2021)",67.434
"Life Expectancy at Birth, male (years) (2022)",67.645
"Expected Years of Schooling, male (years) (1990)",9.533738337
"Expected Years of Schooling, male (years) (1991)",9.719595488
"Expected Years of Schooling, male (years) (1992)",9.909075864
"Expected Years of Schooling, male (years) (1993)",10.1022501
"Expected Years of Schooling, male (years) (1994)",10.2991902
"Expected Years of Schooling, male (years) (1995)",10.30791092
"Expected Years of Schooling, male (years) (1996)",10.69307041
"Expected Years of Schooling, male (years) (1997)",11.09608682
"Expected Years of Schooling, male (years) (1998)",11.49910323
"Expected Years of Schooling, male (years) (1999)",11.90211964
"Expected Years of Schooling, male (years) (2000)",12.05420971
"Expected Years of Schooling, male (years) (2001)",12.47618961
"Expected Years of Schooling, male (years) (2002)",12.88010979
"Expected Years of Schooling, male (years) (2003)",12.31884956
"Expected Years of Schooling, male (years) (2004)",12.54141998
"Expected Years of Schooling, male (years) (2005)",12.5220499
"Expected Years of Schooling, male (years) (2006)",12.40386486
"Expected Years of Schooling, male (years) (2007)",12.28567982
"Expected Years of Schooling, male (years) (2008)",12.50504971
"Expected Years of Schooling, male (years) (2009)",12.78540993
"Expected Years of Schooling, male (years) (2010)",12.83965015
"Expected Years of Schooling, male (years) (2011)",13.16537248
"Expected Years of Schooling, male (years) (2012)",13.29935136
"Expected Years of Schooling, male (years) (2013)",13.66188889
"Expected Years of Schooling, male (years) (2014)",13.29408735
"Expected Years of Schooling, male (years) (2015)",13.45712062
"Expected Years of Schooling, male (years) (2016)",13.36348054
"Expected Years of Schooling, male (years) (2017)",13.31185607
"Expected Years of Schooling, male (years) (2018)",13.21659213
"Expected Years of Schooling, male (years) (2019)",13.39158103
"Expected Years of Schooling, male (years) (2020)",13.27027902
"Expected Years of Schooling, male (years) (2021)",13.27027902
"Expected Years of Schooling, male (years) (2022)",13.27027902
"Mean Years of Schooling, male (years) (1990)",5.950946623
"Mean Years of Schooling, male (years) (1991)",6.034442612
"Mean Years of Schooling, male (years) (1992)",6.119110107
"Mean Years of Schooling, male (years) (1993)",6.204965548
"Mean Years of Schooling, male (years) (1994)",6.290820989
"Mean Years of Schooling, male (years) (1995)",6.376676429
"Mean Years of Schooling, male (years) (1996)",6.46253187
"Mean Years of Schooling, male (years) (1997)",6.548387311
"Mean Years of Schooling, male (years) (1998)",6.634242751
"Mean Years of Schooling, male (years) (1999)",6.720098192
"Mean Years of Schooling, male (years) (2000)",6.805953633
"Mean Years of Schooling, male (years) (2001)",6.891809073
"Mean Years of Schooling, male (years) (2002)",6.977664514
"Mean Years of Schooling, male (years) (2003)",7.063519955
"Mean Years of Schooling, male (years) (2004)",7.295084953
"Mean Years of Schooling, male (years) (2005)",7.526649952
"Mean Years of Schooling, male (years) (2006)",7.269919872
"Mean Years of Schooling, male (years) (2007)",7.327320099
"Mean Years of Schooling, male (years) (2008)",7.50067997
"Mean Years of Schooling, male (years) (2009)",7.374579906
"Mean Years of Schooling, male (years) (2010)",7.51322333
"Mean Years of Schooling, male (years) (2011)",7.651866754
"Mean Years of Schooling, male (years) (2012)",7.790510178
"Mean Years of Schooling, male (years) (2013)",8.264670372
"Mean Years of Schooling, male (years) (2014)",8.256529808
"Mean Years of Schooling, male (years) (2015)",8.533359528
"Mean Years of Schooling, male (years) (2016)",8.324419975
"Mean Years of Schooling, male (years) (2017)",8.451294899
"Mean Years of Schooling, male (years) (2018)",8.578169823
"Mean Years of Schooling, male (years) (2019)",8.812620163
"Mean Years of Schooling, male (years) (2020)",8.867710114
"Mean Years of Schooling, male (years) (2021)",8.867710114
"Mean Years of Schooling, male (years) (2022)",8.867710114
"Gross National Income Per Capita, male (2017 PPP$) (1990)",11023.83039
"Gross National Income Per Capita, male (2017 PPP$) (1991)",14525.23363
"Gross National Income Per Capita, male (2017 PPP$) (1992)",13507.46807
"Gross National Income Per Capita, male (2017 PPP$) (1993)",10683.01986
"Gross National Income Per Capita, male (2017 PPP$) (1994)",11004.17303
"Gross National Income Per Capita, male (2017 PPP$) (1995)",10859.75475
"Gross National Income Per Capita, male (2017 PPP$) (1996)",11173.66922
"Gross National Income Per Capita, male (2017 PPP$) (1997)",12230.7801
"Gross National Income Per Capita, male (2017 PPP$) (1998)",11934.36324
"Gross National Income Per Capita, male (2017 PPP$) (1999)",11204.67366
"Gross National Income Per Capita, male (2017 PPP$) (2000)",10780.88613
"Gross National Income Per Capita, male (2017 PPP$) (2001)",9794.71582
"Gross National Income Per Capita, male (2017 PPP$) (2002)",11380.70791
"Gross National Income Per Capita, male (2017 PPP$) (2003)",9910.918954
"Gross National Income Per Capita, male (2017 PPP$) (2004)",10092.53887
"Gross National Income Per Capita, male (2017 PPP$) (2005)",10466.63498
"Gross National Income Per Capita, male (2017 PPP$) (2006)",11391.64837
"Gross National Income Per Capita, male (2017 PPP$) (2007)",12364.29558
"Gross National Income Per Capita, male (2017 PPP$) (2008)",13230.49898
"Gross National Income Per Capita, male (2017 PPP$) (2009)",12794.432
"Gross National Income Per Capita, male (2017 PPP$) (2010)",14242.57163
"Gross National Income Per Capita, male (2017 PPP$) (2011)",14255.69794
"Gross National Income Per Capita, male (2017 PPP$) (2012)",13654.05405
"Gross National Income Per Capita, male (2017 PPP$) (2013)",14618.24975
"Gross National Income Per Capita, male (2017 PPP$) (2014)",15718.79823
"Gross National Income Per Capita, male (2017 PPP$) (2015)",15394.32413
"Gross National Income Per Capita, male (2017 PPP$) (2016)",16083.51941
"Gross National Income Per Capita, male (2017 PPP$) (2017)",16323.60863
"Gross National Income Per Capita, male (2017 PPP$) (2018)",16578.43753
"Gross National Income Per Capita, male (2017 PPP$) (2019)",16093.33576
"Gross National Income Per Capita, male (2017 PPP$) (2020)",15720.02891
"Gross National Income Per Capita, male (2017 PPP$) (2021)",15797.35781
"Gross National Income Per Capita, male (2017 PPP$) (2022)",15954.05195
Inequality-adjusted Human Development Index (value) (2010),0.53
Inequality-adjusted Human Development Index (value) (2011),0.535
Inequality-adjusted Human Development Index (value) (2012),0.558
Inequality-adjusted Human Development Index (value) (2013),0.567
Inequality-adjusted Human Development Index (value) (2014),0.561
Inequality-adjusted Human Development Index (value) (2015),0.578
Inequality-adjusted Human Development Index (value) (2016),0.575
Inequality-adjusted Human Development Index (value) (2017),0.579
Inequality-adjusted Human Development Index (value) (2018),0.59
Inequality-adjusted Human Development Index (value) (2019),0.594
Inequality-adjusted Human Development Index (value) (2020),0.598
Inequality-adjusted Human Development Index (value) (2021),0.592
Inequality-adjusted Human Development Index (value) (2022),0.582
Coefficient of human inequality (2010),23.106498
Coefficient of human inequality (2011),23.423045
Coefficient of human inequality (2012),21.34401433
Coefficient of human inequality (2013),21.40523
Coefficient of human inequality (2014),22.12665
Coefficient of human inequality (2015),20.76332233
Coefficient of human inequality (2016),20.996622
Coefficient of human inequality (2017),20.813031
Coefficient of human inequality (2018),19.79178767
Coefficient of human inequality (2019),19.80901467
Coefficient of human inequality (2020),18.81611
Coefficient of human inequality (2021),18.39401267
Coefficient of human inequality (2022),19.638545
Overall loss (%) (2010),24.28571429
Overall loss (%) (2011),24.75386779
Overall loss (%) (2012),22.06703911
Overall loss (%) (2013),22.22222222
Overall loss (%) (2014),23.25581395
Overall loss (%) (2015),21.6802168
Overall loss (%) (2016),21.875
Overall loss (%) (2017),21.65087957
Overall loss (%) (2018),20.4851752
Overall loss (%) (2019),20.37533512
Overall loss (%) (2020),19.40700809
Overall loss (%) (2021),18.90410959
Overall loss (%) (2022),20.38303694
Inequality in life expectancy (2010),15.284984
Inequality in life expectancy (2011),14.899025
Inequality in life expectancy (2012),14.493813
Inequality in life expectancy (2013),14.10414
Inequality in life expectancy (2014),13.73339
Inequality in life expectancy (2015),13.365907
Inequality in life expectancy (2016),13.016986
Inequality in life expectancy (2017),12.670083
Inequality in life expectancy (2018),12.295043
Inequality in life expectancy (2019),12.008074
Inequality in life expectancy (2020),11.73134
Inequality in life expectancy (2021),11.367168
Inequality in life expectancy (2022),11.913715
Inequality in eduation (2010),12.4317
