key,value
Expected Years of Schooling (years) (1995),11.52468967
Expected Years of Schooling (years) (1996),11.97091961
Expected Years of Schooling (years) (1997),11.95853043
Expected Years of Schooling (years) (1998),12.09601498
Expected Years of Schooling (years) (1999),12.23349953
Expected Years of Schooling (years) (2000),12.44509983
Expected Years of Schooling (years) (2001),12.71877003
Expected Years of Schooling (years) (2002),13.05060005
Expected Years of Schooling (years) (2003),13.4489603
Expected Years of Schooling (years) (2004),14.38751984
Expected Years of Schooling (years) (2005),14.8090601
Expected Years of Schooling (years) (2006),16.06064034
Expected Years of Schooling (years) (2007),17.0396595
Expected Years of Schooling (years) (2008),17.52378082
Expected Years of Schooling (years) (2009),17.29636002
Expected Years of Schooling (years) (2010),16.27037048
Expected Years of Schooling (years) (2011),15.49761963
Expected Years of Schooling (years) (2012),14.61526966
Expected Years of Schooling (years) (2013),13.98764038
Expected Years of Schooling (years) (2014),14.04951
Expected Years of Schooling (years) (2015),13.85789013
Expected Years of Schooling (years) (2016),13.86410999
Expected Years of Schooling (years) (2017),14.06610012
Expected Years of Schooling (years) (2018),14.20104027
Expected Years of Schooling (years) (2019),14.3487196
Expected Years of Schooling (years) (2020),14.42603016
Expected Years of Schooling (years) (2021),14.46930027
Expected Years of Schooling (years) (2022),14.46930027
Mean Years of Schooling (years) (1990),8.794557697
Mean Years of Schooling (years) (1991),8.942269906
Mean Years of Schooling (years) (1992),9.089982115
Mean Years of Schooling (years) (1993),9.237694325
Mean Years of Schooling (years) (1994),9.385406534
Mean Years of Schooling (years) (1995),9.533118744
Mean Years of Schooling (years) (1996),9.62629106
Mean Years of Schooling (years) (1997),9.719463377
Mean Years of Schooling (years) (1998),9.812635694
Mean Years of Schooling (years) (1999),9.90580801
Mean Years of Schooling (years) (2000),9.998980327
Mean Years of Schooling (years) (2001),10.08533516
Mean Years of Schooling (years) (2002),10.17168999
Mean Years of Schooling (years) (2003),10.30446396
Mean Years of Schooling (years) (2004),10.43723793
Mean Years of Schooling (years) (2005),10.5700119
Mean Years of Schooling (years) (2006),10.70278587
Mean Years of Schooling (years) (2007),10.83555984
Mean Years of Schooling (years) (2008),10.96833382
Mean Years of Schooling (years) (2009),11.10110779
Mean Years of Schooling (years) (2010),11.23388176
Mean Years of Schooling (years) (2011),11.36665573
Mean Years of Schooling (years) (2012),11.4994297
Mean Years of Schooling (years) (2013),11.38002832
Mean Years of Schooling (years) (2014),11.26062693
Mean Years of Schooling (years) (2015),11.14122554
Mean Years of Schooling (years) (2016),11.02182416
Mean Years of Schooling (years) (2017),10.90242277
Mean Years of Schooling (years) (2018),10.78302138
Mean Years of Schooling (years) (2019),10.66362
Mean Years of Schooling (years) (2020),10.54807197
Mean Years of Schooling (years) (2021),10.54807197
Mean Years of Schooling (years) (2022),10.54807197
Gross National Income Per Capita (2017 PPP$) (1990),5254.767284
Gross National Income Per Capita (2017 PPP$) (1991),4667.303907
Gross National Income Per Capita (2017 PPP$) (1992),4116.573864
Gross National Income Per Capita (2017 PPP$) (1993),3483.09519
Gross National Income Per Capita (2017 PPP$) (1994),3491.729852
Gross National Income Per Capita (2017 PPP$) (1995),3541.308523
Gross National Income Per Capita (2017 PPP$) (1996),3816.200957
Gross National Income Per Capita (2017 PPP$) (1997),3912.348403
Gross National Income Per Capita (2017 PPP$) (1998),3912.233281
Gross National Income Per Capita (2017 PPP$) (1999),4137.826531
Gross National Income Per Capita (2017 PPP$) (2000),4358.602934
Gross National Income Per Capita (2017 PPP$) (2001),4504.573989
Gross National Income Per Capita (2017 PPP$) (2002),4559.6451
Gross National Income Per Capita (2017 PPP$) (2003),4717.900087
Gross National Income Per Capita (2017 PPP$) (2004),4971.458978
Gross National Income Per Capita (2017 PPP$) (2005),5530.208371
Gross National Income Per Capita (2017 PPP$) (2006),6209.164128
Gross National Income Per Capita (2017 PPP$) (2007),6623.135993
Gross National Income Per Capita (2017 PPP$) (2008),6884.921853
Gross National Income Per Capita (2017 PPP$) (2009),6916.018671
Gross National Income Per Capita (2017 PPP$) (2010),7107.366451
Gross National Income Per Capita (2017 PPP$) (2011),7352.238416
Gross National Income Per Capita (2017 PPP$) (2012),7580.792638
Gross National Income Per Capita (2017 PPP$) (2013),7793.665262
Gross National Income Per Capita (2017 PPP$) (2014),7859.156394
Gross National Income Per Capita (2017 PPP$) (2015),8204.135286
Gross National Income Per Capita (2017 PPP$) (2016),8234.636499
Gross National Income Per Capita (2017 PPP$) (2017),8388.369
Gross National Income Per Capita (2017 PPP$) (2018),8576.525427
Gross National Income Per Capita (2017 PPP$) (2019),8568.631766
Gross National Income Per Capita (2017 PPP$) (2020),7641.311661
Gross National Income Per Capita (2017 PPP$) (2021),7767.608571
Gross National Income Per Capita (2017 PPP$) (2022),7953.448426
GDI Group (2022),2
Gender Development Index (value) (1990),
Gender Development Index (value) (1991),
Gender Development Index (value) (1992),
Gender Development Index (value) (1993),
Gender Development Index (value) (1994),
Gender Development Index (value) (1995),0.931
Gender Development Index (value) (1996),0.925
Gender Development Index (value) (1997),0.929
Gender Development Index (value) (1998),0.926
Gender Development Index (value) (1999),0.926
Gender Development Index (value) (2000),0.926
Gender Development Index (value) (2001),0.925
Gender Development Index (value) (2002),0.924
Gender Development Index (value) (2003),0.927
Gender Development Index (value) (2004),0.941
Gender Development Index (value) (2005),0.945
Gender Development Index (value) (2006),0.954
Gender Development Index (value) (2007),0.961
Gender Development Index (value) (2008),0.955
Gender Development Index (value) (2009),0.958
Gender Development Index (value) (2010),0.966
Gender Development Index (value) (2011),0.961
Gender Development Index (value) (2012),0.953
Gender Development Index (value) (2013),0.955
Gender Development Index (value) (2014),0.952
Gender Development Index (value) (2015),0.959
Gender Development Index (value) (2016),0.961
Gender Development Index (value) (2017),0.966
Gender Development Index (value) (2018),0.967
Gender Development Index (value) (2019),0.968
Gender Development Index (value) (2020),0.971
Gender Development Index (value) (2021),0.975
Gender Development Index (value) (2022),0.973
HDI female (1990),
HDI female (1991),
HDI female (1992),
HDI female (1993),
HDI female (1994),
HDI female (1995),0.632599285
HDI female (1996),0.640868729
HDI female (1997),0.645606308
HDI female (1998),0.64811802
HDI female (1999),0.655144933
HDI female (2000),0.662290931
HDI female (2001),0.667815392
HDI female (2002),0.672722456
HDI female (2003),0.681642533
HDI female (2004),0.700168421
HDI female (2005),0.713965256
HDI female (2006),0.737658612
HDI female (2007),0.752376266
HDI female (2008),0.756778632
HDI female (2009),0.759332062
HDI female (2010),0.761038283
HDI female (2011),0.755979995
HDI female (2012),0.748369813
HDI female (2013),0.744465079
HDI female (2014),0.741619397
HDI female (2015),0.745962274
HDI female (2016),0.745269029
HDI female (2017),0.748412274
HDI female (2018),0.749705401
HDI female (2019),0.750914703
HDI female (2020),0.744438894
HDI female (2021),0.730351341
HDI female (2022),0.750389588
"Life Expectancy at Birth, female (years) (1990)",76.297
"Life Expectancy at Birth, female (years) (1991)",76.408
"Life Expectancy at Birth, female (years) (1992)",76.531
"Life Expectancy at Birth, female (years) (1993)",76.672
"Life Expectancy at Birth, female (years) (1994)",76.851
"Life Expectancy at Birth, female (years) (1995)",77.08
"Life Expectancy at Birth, female (years) (1996)",77.361
"Life Expectancy at Birth, female (years) (1997)",77.671
"Life Expectancy at Birth, female (years) (1998)",78.003
"Life Expectancy at Birth, female (years) (1999)",78.315
"Life Expectancy at Birth, female (years) (2000)",78.595
"Life Expectancy at Birth, female (years) (2001)",78.831
"Life Expectancy at Birth, female (years) (2002)",79.022
"Life Expectancy at Birth, female (years) (2003)",79.183
"Life Expectancy at Birth, female (years) (2004)",79.321
"Life Expectancy at Birth, female (years) (2005)",79.453
"Life Expectancy at Birth, female (years) (2006)",79.578
"Life Expectancy at Birth, female (years) (2007)",79.694
"Life Expectancy at Birth, female (years) (2008)",79.798
"Life Expectancy at Birth, female (years) (2009)",79.898
"Life Expectancy at Birth, female (years) (2010)",79.99
"Life Expectancy at Birth, female (years) (2011)",80.063
"Life Expectancy at Birth, female (years) (2012)",80.122
"Life Expectancy at Birth, female (years) (2013)",80.157
"Life Expectancy at Birth, female (years) (2014)",80.166
"Life Expectancy at Birth, female (years) (2015)",80.148
"Life Expectancy at Birth, female (years) (2016)",80.111
"Life Expectancy at Birth, female (years) (2017)",80.071
"Life Expectancy at Birth, female (years) (2018)",80.051
"Life Expectancy at Birth, female (years) (2019)",80.075
"Life Expectancy at Birth, female (years) (2020)",80.225
"Life Expectancy at Birth, female (years) (2021)",76.359
"Life Expectancy at Birth, female (years) (2022)",80.565
"Expected Years of Schooling, female (years) (1990)",13.06976986
"Expected Years of Schooling, female (years) (1991)",13.06700993
"Expected Years of Schooling, female (years) (1992)",12.9907999
"Expected Years of Schooling, female (years) (1993)",12.82483006
"Expected Years of Schooling, female (years) (1994)",12.16654015
"Expected Years of Schooling, female (years) (1995)",12.01667976
"Expected Years of Schooling, female (years) (1996)",12.22214985
"Expected Years of Schooling, female (years) (1997)",12.36145973
"Expected Years of Schooling, female (years) (1998)",12.4302249
"Expected Years of Schooling, female (years) (1999)",12.49899006
"Expected Years of Schooling, female (years) (2000)",12.68099976
"Expected Years of Schooling, female (years) (2001)",12.96702957
"Expected Years of Schooling, female (years) (2002)",13.19215012
"Expected Years of Schooling, female (years) (2003)",13.65633965
"Expected Years of Schooling, female (years) (2004)",15.15322971
"Expected Years of Schooling, female (years) (2005)",15.65200996
"Expected Years of Schooling, female (years) (2006)",17.14246941
"Expected Years of Schooling, female (years) (2007)",18.6350708
"Expected Years of Schooling, female (years) (2008)",19.03713036
"Expected Years of Schooling, female (years) (2009)",18.76173973
"Expected Years of Schooling, female (years) (2010)",17.42067909
"Expected Years of Schooling, female (years) (2011)",16.47126961
"Expected Years of Schooling, female (years) (2012)",15.30393028
"Expected Years of Schooling, female (years) (2013)",14.62277031
"Expected Years of Schooling, female (years) (2014)",14.38615036
"Expected Years of Schooling, female (years) (2015)",14.14953041
"Expected Years of Schooling, female (years) (2016)",14.16576958
"Expected Years of Schooling, female (years) (2017)",14.51898003
"Expected Years of Schooling, female (years) (2018)",14.63138962
"Expected Years of Schooling, female (years) (2019)",14.85700989
"Expected Years of Schooling, female (years) (2020)",15.0847702
"Expected Years of Schooling, female (years) (2021)",15.2621603
"Expected Years of Schooling, female (years) (2022)",15.2621603
"Mean Years of Schooling, female (years) (1990)",8.508971639
"Mean Years of Schooling, female (years) (1991)",8.671592631
"Mean Years of Schooling, female (years) (1992)",8.834213623
"Mean Years of Schooling, female (years) (1993)",8.996834615
"Mean Years of Schooling, female (years) (1994)",9.159455608
"Mean Years of Schooling, female (years) (1995)",9.3220766
"Mean Years of Schooling, female (years) (1996)",9.422855807
"Mean Years of Schooling, female (years) (1997)",9.523635013
"Mean Years of Schooling, female (years) (1998)",9.624414219
"Mean Years of Schooling, female (years) (1999)",9.725193426
"Mean Years of Schooling, female (years) (2000)",9.825972632
"Mean Years of Schooling, female (years) (2001)",9.924461402
"Mean Years of Schooling, female (years) (2002)",10.02295017
"Mean Years of Schooling, female (years) (2003)",10.1692112
"Mean Years of Schooling, female (years) (2004)",10.31547222
"Mean Years of Schooling, female (years) (2005)",10.46173325
"Mean Years of Schooling, female (years) (2006)",10.60799427
"Mean Years of Schooling, female (years) (2007)",10.75425529
"Mean Years of Schooling, female (years) (2008)",10.90051632
"Mean Years of Schooling, female (years) (2009)",11.04677734
"Mean Years of Schooling, female (years) (2010)",11.19303837
"Mean Years of Schooling, female (years) (2011)",11.33929939
"Mean Years of Schooling, female (years) (2012)",11.48556042
"Mean Years of Schooling, female (years) (2013)",11.3805275
"Mean Years of Schooling, female (years) (2014)",11.27549458
"Mean Years of Schooling, female (years) (2015)",11.17046165
"Mean Years of Schooling, female (years) (2016)",11.06542873
"Mean Years of Schooling, female (years) (2017)",10.96039581
"Mean Years of Schooling, female (years) (2018)",10.85536289
"Mean Years of Schooling, female (years) (2019)",10.75032997
"Mean Years of Schooling, female (years) (2020)",10.64826957
"Mean Years of Schooling, female (years) (2021)",10.64826957
"Mean Years of Schooling, female (years) (2022)",10.64826957
"Gross National Income Per Capita, female (2017 PPP$) (1990)",
"Gross National Income Per Capita, female (2017 PPP$) (1991)",
"Gross National Income Per Capita, female (2017 PPP$) (1992)",
"Gross National Income Per Capita, female (2017 PPP$) (1993)",
"Gross National Income Per Capita, female (2017 PPP$) (1994)",
"Gross National Income Per Capita, female (2017 PPP$) (1995)",2212.240867
"Gross National Income Per Capita, female (2017 PPP$) (1996)",2353.991865
"Gross National Income Per Capita, female (2017 PPP$) (1997)",2395.065476
"Gross National Income Per Capita, female (2017 PPP$) (1998)",2377.704666
"Gross National Income Per Capita, female (2017 PPP$) (1999)",2525.611011
"Gross National Income Per Capita, female (2017 PPP$) (2000)",2652.658755
"Gross National Income Per Capita, female (2017 PPP$) (2001)",2690.749229
"Gross National Income Per Capita, female (2017 PPP$) (2002)",2734.366525
"Gross National Income Per Capita, female (2017 PPP$) (2003)",2842.213416
"Gross National Income Per Capita, female (2017 PPP$) (2004)",2993.218793
"Gross National Income Per Capita, female (2017 PPP$) (2005)",3343.293819
"Gross National Income Per Capita, female (2017 PPP$) (2006)",3835.142107
"Gross National Income Per Capita, female (2017 PPP$) (2007)",4178.465024
"Gross National Income Per Capita, female (2017 PPP$) (2008)",4338.56202
"Gross National Income Per Capita, female (2017 PPP$) (2009)",4383.513789
"Gross National Income Per Capita, female (2017 PPP$) (2010)",4697.524699
"Gross National Income Per Capita, female (2017 PPP$) (2011)",4772.93875
"Gross National Income Per Capita, female (2017 PPP$) (2012)",4812.873849
"Gross National Income Per Capita, female (2017 PPP$) (2013)",5040.194257
"Gross National Income Per Capita, female (2017 PPP$) (2014)",5065.199754
"Gross National Income Per Capita, female (2017 PPP$) (2015)",5729.266038
"Gross National Income Per Capita, female (2017 PPP$) (2016)",5772.271542
"Gross National Income Per Capita, female (2017 PPP$) (2017)",5892.672962
"Gross National Income Per Capita, female (2017 PPP$) (2018)",6039.489733
"Gross National Income Per Capita, female (2017 PPP$) (2019)",6059.948092
"Gross National Income Per Capita, female (2017 PPP$) (2020)",5317.300458
"Gross National Income Per Capita, female (2017 PPP$) (2021)",5438.573326
"Gross National Income Per Capita, female (2017 PPP$) (2022)",5571.103594
HDI male (1990),
HDI male (1991),
HDI male (1992),
HDI male (1993),
HDI male (1994),
HDI male (1995),0.67923684
HDI male (1996),0.692758418
HDI male (1997),0.695267778
HDI male (1998),0.699931371
HDI male (1999),0.707546266
HDI male (2000),0.715309618
HDI male (2001),0.72191528
HDI male (2002),0.728192418
HDI male (2003),0.735370419
HDI male (2004),0.744299369
HDI male (2005),0.755611357
HDI male (2006),0.773241305
HDI male (2007),0.782865925
HDI male (2008),0.792148281
HDI male (2009),0.792467899
HDI male (2010),0.788164269
HDI male (2011),0.78690055
HDI male (2012),0.785223202
HDI male (2013),0.779393835
HDI male (2014),0.779120044
HDI male (2015),0.777988532
HDI male (2016),0.775557996
HDI male (2017),0.774724775
HDI male (2018),0.775603012
HDI male (2019),0.775357005
HDI male (2020),0.766465224
HDI male (2021),0.749153299
HDI male (2022),0.771034949
"Life Expectancy at Birth, male (years) (1990)",71.978
"Life Expectancy at Birth, male (years) (1991)",71.984
"Life Expectancy at Birth, male (years) (1992)",72.007
"Life Expectancy at Birth, male (years) (1993)",72.072
"Life Expectancy at Birth, male (years) (1994)",72.194
"Life Expectancy at Birth, male (years) (1995)",72.388
"Life Expectancy at Birth, male (years) (1996)",72.656
"Life Expectancy at Birth, male (years) (1997)",72.971
"Life Expectancy at Birth, male (years) (1998)",73.31
"Life Expectancy at Birth, male (years) (1999)",73.644
"Life Expectancy at Birth, male (years) (2000)",73.941
"Life Expectancy at Birth, male (years) (2001)",74.183
"Life Expectancy at Birth, male (years) (2002)",74.381
"Life Expectancy at Birth, male (years) (2003)",74.545
"Life Expectancy at Birth, male (years) (2004)",74.684
"Life Expectancy at Birth, male (years) (2005)",74.818
"Life Expectancy at Birth, male (years) (2006)",74.95
"Life Expectancy at Birth, male (years) (2007)",75.079
"Life Expectancy at Birth, male (years) (2008)",75.209
"Life Expectancy at Birth, male (years) (2009)",75.335
"Life Expectancy at Birth, male (years) (2010)",75.46
"Life Expectancy at Birth, male (years) (2011)",75.575
"Life Expectancy at Birth, male (years) (2012)",75.657
"Life Expectancy at Birth, male (years) (2013)",75.688
"Life Expectancy at Birth, male (years) (2014)",75.644
"Life Expectancy at Birth, male (years) (2015)",75.505
"Life Expectancy at Birth, male (years) (2016)",75.297
"Life Expectancy at Birth, male (years) (2017)",75.118
"Life Expectancy at Birth, male (years) (2018)",75.067
"Life Expectancy at Birth, male (years) (2019)",75.244
"Life Expectancy at Birth, male (years) (2020)",75.044
"Life Expectancy at Birth, male (years) (2021)",71.245
"Life Expectancy at Birth, male (years) (2022)",75.793
"Expected Years of Schooling, male (years) (1990)",12.16012955
"Expected Years of Schooling, male (years) (1991)",12.0158596
"Expected Years of Schooling, male (years) (1992)",11.78213978
"Expected Years of Schooling, male (years) (1993)",11.75531006
"Expected Years of Schooling, male (years) (1994)",11.2656002
"Expected Years of Schooling, male (years) (1995)",11.06027031
"Expected Years of Schooling, male (years) (1996)",11.7334404
"Expected Years of Schooling, male (years) (1997)",11.57820034
"Expected Years of Schooling, male (years) (1998)",11.78058004
"Expected Years of Schooling, male (years) (1999)",11.98295975
"Expected Years of Schooling, male (years) (2000)",12.22309971
"Expected Years of Schooling, male (years) (2001)",12.48499012
"Expected Years of Schooling, male (years) (2002)",12.9178896
"Expected Years of Schooling, male (years) (2003)",13.2540102
"Expected Years of Schooling, male (years) (2004)",13.66466045
"Expected Years of Schooling, male (years) (2005)",14.01255035
"Expected Years of Schooling, male (years) (2006)",15.03907967
"Expected Years of Schooling, male (years) (2007)",15.5351696
"Expected Years of Schooling, male (years) (2008)",16.0991993
"Expected Years of Schooling, male (years) (2009)",15.91499043
"Expected Years of Schooling, male (years) (2010)",15.18865013
"Expected Years of Schooling, male (years) (2011)",14.5859499
"Expected Years of Schooling, male (years) (2012)",13.9733696
"Expected Years of Schooling, male (years) (2013)",13.39498043
"Expected Years of Schooling, male (years) (2014)",13.48999023
"Expected Years of Schooling, male (years) (2015)",13.58500004
"Expected Years of Schooling, male (years) (2016)",13.58076
"Expected Years of Schooling, male (years) (2017)",13.63932037
"Expected Years of Schooling, male (years) (2018)",13.7958498
"Expected Years of Schooling, male (years) (2019)",13.86808968
"Expected Years of Schooling, male (years) (2020)",13.7996397
"Expected Years of Schooling, male (years) (2021)",13.71632957
"Expected Years of Schooling, male (years) (2022)",13.71632957
"Mean Years of Schooling, male (years) (1990)",9.099388787
"Mean Years of Schooling, male (years) (1991)",9.234440543
"Mean Years of Schooling, male (years) (1992)",9.369492299
"Mean Years of Schooling, male (years) (1993)",9.504544054
"Mean Years of Schooling, male (years) (1994)",9.63959581
"Mean Years of Schooling, male (years) (1995)",9.774647566
"Mean Years of Schooling, male (years) (1996)",9.863206094
"Mean Years of Schooling, male (years) (1997)",9.951764623
"Mean Years of Schooling, male (years) (1998)",10.04032315
"Mean Years of Schooling, male (years) (1999)",10.12888168
"Mean Years of Schooling, male (years) (2000)",10.21744021
"Mean Years of Schooling, male (years) (2001)",10.27057532
"Mean Years of Schooling, male (years) (2002)",10.32371044
"Mean Years of Schooling, male (years) (2003)",10.44271736
"Mean Years of Schooling, male (years) (2004)",10.56172428
"Mean Years of Schooling, male (years) (2005)",10.6807312
"Mean Years of Schooling, male (years) (2006)",10.79973812
"Mean Years of Schooling, male (years) (2007)",10.91874504
"Mean Years of Schooling, male (years) (2008)",11.03775196
"Mean Years of Schooling, male (years) (2009)",11.15675888
"Mean Years of Schooling, male (years) (2010)",11.2757658
"Mean Years of Schooling, male (years) (2011)",11.39477272
"Mean Years of Schooling, male (years) (2012)",11.51377964
"Mean Years of Schooling, male (years) (2013)",11.37870966
"Mean Years of Schooling, male (years) (2014)",11.24363967
"Mean Years of Schooling, male (years) (2015)",11.10856969
"Mean Years of Schooling, male (years) (2016)",10.97349971
"Mean Years of Schooling, male (years) (2017)",10.83842972
"Mean Years of Schooling, male (years) (2018)",10.70335974
"Mean Years of Schooling, male (years) (2019)",10.56828976
"Mean Years of Schooling, male (years) (2020)",10.43816796
"Mean Years of Schooling, male (years) (2021)",10.43816796
"Mean Years of Schooling, male (years) (2022)",10.43816796
"Gross National Income Per Capita, male (2017 PPP$) (1990)",
"Gross National Income Per Capita, male (2017 PPP$) (1991)",
"Gross National Income Per Capita, male (2017 PPP$) (1992)",
"Gross National Income Per Capita, male (2017 PPP$) (1993)",
"Gross National Income Per Capita, male (2017 PPP$) (1994)",
"Gross National Income Per Capita, male (2017 PPP$) (1995)",4846.395009
"Gross National Income Per Capita, male (2017 PPP$) (1996)",5254.815095
"Gross National Income Per Capita, male (2017 PPP$) (1997)",5408.11586
"Gross National Income Per Capita, male (2017 PPP$) (1998)",5428.138196
"Gross National Income Per Capita, male (2017 PPP$) (1999)",5733.883018
"Gross National Income Per Capita, male (2017 PPP$) (2000)",6051.115216
"Gross National Income Per Capita, male (2017 PPP$) (2001)",6308.077838
"Gross National Income Per Capita, male (2017 PPP$) (2002)",6378.21537
"Gross National Income Per Capita, male (2017 PPP$) (2003)",6589.16137
"Gross National Income Per Capita, male (2017 PPP$) (2004)",6946.64234
"Gross National Income Per Capita, male (2017 PPP$) (2005)",7715.520775
"Gross National Income Per Capita, male (2017 PPP$) (2006)",8583.330779
"Gross National Income Per Capita, male (2017 PPP$) (2007)",9069.798236
"Gross National Income Per Capita, male (2017 PPP$) (2008)",9435.176254
"Gross National Income Per Capita, male (2017 PPP$) (2009)",9454.121667
"Gross National Income Per Capita, male (2017 PPP$) (2010)",9524.07349
"Gross National Income Per Capita, male (2017 PPP$) (2011)",9940.421908
"Gross National Income Per Capita, male (2017 PPP$) (2012)",10360.0763
"Gross National Income Per Capita, male (2017 PPP$) (2013)",10560.44079
"Gross National Income Per Capita, male (2017 PPP$) (2014)",10668.63816
"Gross National Income Per Capita, male (2017 PPP$) (2015)",10694.70229
"Gross National Income Per Capita, male (2017 PPP$) (2016)",10714.91274
"Gross National Income Per Capita, male (2017 PPP$) (2017)",10904.98592
"Gross National Income Per Capita, male (2017 PPP$) (2018)",11137.83037
"Gross National Income Per Capita, male (2017 PPP$) (2019)",11104.11819
"Gross National Income Per Capita, male (2017 PPP$) (2020)",9993.070397
"Gross National Income Per Capita, male (2017 PPP$) (2021)",10129.08608
"Gross National Income Per Capita, male (2017 PPP$) (2022)",10372.96853
Inequality-adjusted Human Development Index (value) (2010),
Inequality-adjusted Human Development Index (value) (2011),
Inequality-adjusted Human Development Index (value) (2012),
Inequality-adjusted Human Development Index (value) (2013),
Inequality-adjusted Human Development Index (value) (2014),
Inequality-adjusted Human Development Index (value) (2015),
Inequality-adjusted Human Development Index (value) (2016),
Inequality-adjusted Human Development Index (value) (2017),
Inequality-adjusted Human Development Index (value) (2018),
Inequality-adjusted Human Development Index (value) (2019),
Inequality-adjusted Human Development Index (value) (2020),
Inequality-adjusted Human Development Index (value) (2021),
Inequality-adjusted Human Development Index (value) (2022),
Coefficient of human inequality (2010),
Coefficient of human inequality (2011),
Coefficient of human inequality (2012),
Coefficient of human inequality (2013),
Coefficient of human inequality (2014),
Coefficient of human inequality (2015),
Coefficient of human inequality (2016),
Coefficient of human inequality (2017),
Coefficient of human inequality (2018),
Coefficient of human inequality (2019),
Coefficient of human inequality (2020),
Coefficient of human inequality (2021),
Coefficient of human inequality (2022),
Overall loss (%) (2010),
Overall loss (%) (2011),
Overall loss (%) (2012),
Overall loss (%) (2013),
Overall loss (%) (2014),
Overall loss (%) (2015),
Overall loss (%) (2016),
Overall loss (%) (2017),
Overall loss (%) (2018),
Overall loss (%) (2019),
Overall loss (%) (2020),
Overall loss (%) (2021),
Overall loss (%) (2022),
Inequality in life expectancy (2010),5.2186813
Inequality in life expectancy (2011),5.1428008
Inequality in life expectancy (2012),5.0770111
Inequality in life expectancy (2013),5.0165381
Inequality in life expectancy (2014),4.9572058
Inequality in life expectancy (2015),4.8981776
Inequality in life expectancy (2016),4.8400302
Inequality in life expectancy (2017),4.7849526
Inequality in life expectancy (2018),4.7371688
Inequality in life expectancy (2019),4.7070961
Inequality in life expectancy (2020),4.5580468
Inequality in life expectancy (2021),4.6280622
Inequality in life expectancy (2022),4.5452847
Inequality in eduation (2010),11.25588
Inequality in eduation (2011),11.25588
Inequality in eduation (2012),11.25588
Inequality in eduation (2013),11.25588
Inequality in eduation (2014),10.93381
Inequality in eduation (2015),10.93381
Inequality in eduation (2016),10.93381
Inequality in eduation (2017),10.93381
Inequality in eduation (2018),10.93381
Inequality in eduation (2019),9.09712
Inequality in eduation (2020),9.09712
Inequality in eduation (2021),9.09712
Inequality in eduation (2022),9.09712
Inequality in income (2010),
Inequality in income (2011),
Inequality in income (2012),
Inequality in income (2013),
Inequality in income (2014),
