key,value
Life Expectancy at Birth (years) (2015),67.318
Life Expectancy at Birth (years) (2016),67.628
Life Expectancy at Birth (years) (2017),67.701
Life Expectancy at Birth (years) (2018),67.748
Life Expectancy at Birth (years) (2019),67.841
Life Expectancy at Birth (years) (2020),64.467
Life Expectancy at Birth (years) (2021),63.63
Life Expectancy at Birth (years) (2022),64.928
Expected Years of Schooling (years) (1990),11.34760553
Expected Years of Schooling (years) (1991),11.66413465
Expected Years of Schooling (years) (1992),11.98949299
Expected Years of Schooling (years) (1993),12.32392686
Expected Years of Schooling (years) (1994),12.66768939
Expected Years of Schooling (years) (1995),13.23278436
Expected Years of Schooling (years) (1996),13.79787932
Expected Years of Schooling (years) (1997),14.36297429
Expected Years of Schooling (years) (1998),14.92806925
Expected Years of Schooling (years) (1999),14.50795112
Expected Years of Schooling (years) (2000),14.08783298
Expected Years of Schooling (years) (2001),13.66771484
Expected Years of Schooling (years) (2002),13.24759671
Expected Years of Schooling (years) (2003),12.82747857
Expected Years of Schooling (years) (2004),13.38159478
Expected Years of Schooling (years) (2005),13.93571099
Expected Years of Schooling (years) (2006),13.92763485
Expected Years of Schooling (years) (2007),14.26336461
Expected Years of Schooling (years) (2008),14.31380527
Expected Years of Schooling (years) (2009),14.28142146
Expected Years of Schooling (years) (2010),14.24979437
Expected Years of Schooling (years) (2011),14.21816728
Expected Years of Schooling (years) (2012),14.38624711
Expected Years of Schooling (years) (2013),14.57401404
Expected Years of Schooling (years) (2014),14.04903974
Expected Years of Schooling (years) (2015),13.97757206
Expected Years of Schooling (years) (2016),14.49550866
Expected Years of Schooling (years) (2017),14.900595
Expected Years of Schooling (years) (2018),15.01584739
Expected Years of Schooling (years) (2019),14.9469708
Expected Years of Schooling (years) (2020),14.79598497
Expected Years of Schooling (years) (2021),15.02243817
Expected Years of Schooling (years) (2022),15.02243817
Mean Years of Schooling (years) (1990),5.993671061
Mean Years of Schooling (years) (1991),6.101269806
Mean Years of Schooling (years) (1992),6.210800171
Mean Years of Schooling (years) (1993),6.322296831
Mean Years of Schooling (years) (1994),6.433793492
Mean Years of Schooling (years) (1995),6.545290152
Mean Years of Schooling (years) (1996),6.656786813
Mean Years of Schooling (years) (1997),6.768283473
Mean Years of Schooling (years) (1998),6.879780134
Mean Years of Schooling (years) (1999),6.991276794
Mean Years of Schooling (years) (2000),7.102773454
Mean Years of Schooling (years) (2001),7.214270115
Mean Years of Schooling (years) (2002),7.152404118
Mean Years of Schooling (years) (2003),7.09053812
Mean Years of Schooling (years) (2004),7.028672123
Mean Years of Schooling (years) (2005),6.966806126
Mean Years of Schooling (years) (2006),6.904940128
Mean Years of Schooling (years) (2007),7.052365065
Mean Years of Schooling (years) (2008),7.199790001
Mean Years of Schooling (years) (2009),7.481540203
Mean Years of Schooling (years) (2010),7.712310155
Mean Years of Schooling (years) (2011),7.943080107
Mean Years of Schooling (years) (2012),8.17385006
Mean Years of Schooling (years) (2013),8.425590197
Mean Years of Schooling (years) (2014),8.677330335
Mean Years of Schooling (years) (2015),8.929070473
Mean Years of Schooling (years) (2016),9.162832737
Mean Years of Schooling (years) (2017),9.396595001
Mean Years of Schooling (years) (2018),9.630357265
Mean Years of Schooling (years) (2019),9.86411953
Mean Years of Schooling (years) (2020),9.827750206
Mean Years of Schooling (years) (2021),9.827750206
Mean Years of Schooling (years) (2022),9.827750206
Gross National Income Per Capita (2017 PPP$) (1990),4210.133687
Gross National Income Per Capita (2017 PPP$) (1991),4369.305938
Gross National Income Per Capita (2017 PPP$) (1992),4402.735354
Gross National Income Per Capita (2017 PPP$) (1993),4498.276839
Gross National Income Per Capita (2017 PPP$) (1994),4641.332516
Gross National Income Per Capita (2017 PPP$) (1995),4764.63554
Gross National Income Per Capita (2017 PPP$) (1996),4891.651522
Gross National Income Per Capita (2017 PPP$) (1997),5056.399808
Gross National Income Per Capita (2017 PPP$) (1998),5244.387245
Gross National Income Per Capita (2017 PPP$) (1999),5148.785817
Gross National Income Per Capita (2017 PPP$) (2000),5168.398742
Gross National Income Per Capita (2017 PPP$) (2001),5167.767416
Gross National Income Per Capita (2017 PPP$) (2002),5202.962169
Gross National Income Per Capita (2017 PPP$) (2003),5187.691855
Gross National Income Per Capita (2017 PPP$) (2004),5269.672724
Gross National Income Per Capita (2017 PPP$) (2005),5432.848949
Gross National Income Per Capita (2017 PPP$) (2006),5614.773971
Gross National Income Per Capita (2017 PPP$) (2007),5755.33879
Gross National Income Per Capita (2017 PPP$) (2008),6034.141102
Gross National Income Per Capita (2017 PPP$) (2009),6095.945494
Gross National Income Per Capita (2017 PPP$) (2010),6184.584537
Gross National Income Per Capita (2017 PPP$) (2011),6420.557585
Gross National Income Per Capita (2017 PPP$) (2012),6488.234119
Gross National Income Per Capita (2017 PPP$) (2013),6807.268054
Gross National Income Per Capita (2017 PPP$) (2014),7172.4188
Gross National Income Per Capita (2017 PPP$) (2015),7564.838353
Gross National Income Per Capita (2017 PPP$) (2016),7891.070557
Gross National Income Per Capita (2017 PPP$) (2017),8001.017376
Gross National Income Per Capita (2017 PPP$) (2018),8259.27288
Gross National Income Per Capita (2017 PPP$) (2019),8353.240651
Gross National Income Per Capita (2017 PPP$) (2020),7592.079508
Gross National Income Per Capita (2017 PPP$) (2021),7842.712067
Gross National Income Per Capita (2017 PPP$) (2022),7987.842247
GDI Group (2022),2
Gender Development Index (value) (1990),0.846
Gender Development Index (value) (1991),0.854
Gender Development Index (value) (1992),0.86
Gender Development Index (value) (1993),0.874
Gender Development Index (value) (1994),0.87
Gender Development Index (value) (1995),0.886
Gender Development Index (value) (1996),0.903
Gender Development Index (value) (1997),0.898
Gender Development Index (value) (1998),0.898
Gender Development Index (value) (1999),0.918
Gender Development Index (value) (2000),0.905
Gender Development Index (value) (2001),0.918
Gender Development Index (value) (2002),0.911
Gender Development Index (value) (2003),0.922
Gender Development Index (value) (2004),0.924
Gender Development Index (value) (2005),0.925
Gender Development Index (value) (2006),0.922
Gender Development Index (value) (2007),0.935
Gender Development Index (value) (2008),0.933
Gender Development Index (value) (2009),0.922
Gender Development Index (value) (2010),0.933
Gender Development Index (value) (2011),0.934
Gender Development Index (value) (2012),0.935
Gender Development Index (value) (2013),0.94
Gender Development Index (value) (2014),0.944
Gender Development Index (value) (2015),0.947
Gender Development Index (value) (2016),0.945
Gender Development Index (value) (2017),0.949
Gender Development Index (value) (2018),0.954
Gender Development Index (value) (2019),0.954
Gender Development Index (value) (2020),0.966
Gender Development Index (value) (2021),0.968
Gender Development Index (value) (2022),0.965
HDI female (1990),0.496679186
HDI female (1991),0.508523139
HDI female (1992),0.517991208
HDI female (1993),0.531887771
HDI female (1994),0.538331827
HDI female (1995),0.554913727
HDI female (1996),0.571474084
HDI female (1997),0.580136552
HDI female (1998),0.590208646
HDI female (1999),0.597889024
HDI female (2000),0.592166494
HDI female (2001),0.597178439
HDI female (2002),0.592114649
HDI female (2003),0.59329644
HDI female (2004),0.60100822
HDI female (2005),0.608821187
HDI female (2006),0.609966923
HDI female (2007),0.621788728
HDI female (2008),0.627684481
HDI female (2009),0.628395827
HDI female (2010),0.636864365
HDI female (2011),0.642658079
HDI female (2012),0.648355734
HDI female (2013),0.658486344
HDI female (2014),0.66145126
HDI female (2015),0.668185643
HDI female (2016),0.678111931
HDI female (2017),0.687065091
HDI female (2018),0.695004688
HDI female (2019),0.69767703
HDI female (2020),0.679965538
HDI female (2021),0.67994778
HDI female (2022),0.686215519
"Life Expectancy at Birth, female (years) (1990)",57.886
"Life Expectancy at Birth, female (years) (1991)",58.626
"Life Expectancy at Birth, female (years) (1992)",59.093
"Life Expectancy at Birth, female (years) (1993)",60.044
"Life Expectancy at Birth, female (years) (1994)",60.718
"Life Expectancy at Birth, female (years) (1995)",61.291
"Life Expectancy at Birth, female (years) (1996)",61.885
"Life Expectancy at Birth, female (years) (1997)",62.523
"Life Expectancy at Birth, female (years) (1998)",63.207
"Life Expectancy at Birth, female (years) (1999)",63.874
"Life Expectancy at Birth, female (years) (2000)",64.394
"Life Expectancy at Birth, female (years) (2001)",64.99
"Life Expectancy at Birth, female (years) (2002)",65.556
"Life Expectancy at Birth, female (years) (2003)",65.977
"Life Expectancy at Birth, female (years) (2004)",66.242
"Life Expectancy at Birth, female (years) (2005)",66.676
"Life Expectancy at Birth, female (years) (2006)",67.106
"Life Expectancy at Birth, female (years) (2007)",67.354
"Life Expectancy at Birth, female (years) (2008)",67.857
"Life Expectancy at Birth, female (years) (2009)",68.358
"Life Expectancy at Birth, female (years) (2010)",68.688
"Life Expectancy at Birth, female (years) (2011)",69.088
"Life Expectancy at Birth, female (years) (2012)",69.312
"Life Expectancy at Birth, female (years) (2013)",69.663
"Life Expectancy at Birth, female (years) (2014)",69.771
"Life Expectancy at Birth, female (years) (2015)",69.911
"Life Expectancy at Birth, female (years) (2016)",70.259
"Life Expectancy at Birth, female (years) (2017)",70.347
"Life Expectancy at Birth, female (years) (2018)",70.383
"Life Expectancy at Birth, female (years) (2019)",70.475
"Life Expectancy at Birth, female (years) (2020)",67.841
"Life Expectancy at Birth, female (years) (2021)",66.8
"Life Expectancy at Birth, female (years) (2022)",67.907
"Expected Years of Schooling, female (years) (1990)",10.68033917
"Expected Years of Schooling, female (years) (1991)",11.01525521
"Expected Years of Schooling, female (years) (1992)",11.3606736
"Expected Years of Schooling, female (years) (1993)",11.71692369
"Expected Years of Schooling, female (years) (1994)",12.08434514
"Expected Years of Schooling, female (years) (1995)",12.6775228
"Expected Years of Schooling, female (years) (1996)",13.27070046
"Expected Years of Schooling, female (years) (1997)",13.86387812
"Expected Years of Schooling, female (years) (1998)",14.45705578
"Expected Years of Schooling, female (years) (1999)",14.07294074
"Expected Years of Schooling, female (years) (2000)",13.68882571
"Expected Years of Schooling, female (years) (2001)",13.30471068
"Expected Years of Schooling, female (years) (2002)",12.92059565
"Expected Years of Schooling, female (years) (2003)",12.53648062
"Expected Years of Schooling, female (years) (2004)",13.09912917
"Expected Years of Schooling, female (years) (2005)",13.66177773
"Expected Years of Schooling, female (years) (2006)",13.53381374
"Expected Years of Schooling, female (years) (2007)",14.2022282
"Expected Years of Schooling, female (years) (2008)",14.18346723
"Expected Years of Schooling, female (years) (2009)",13.96036938
"Expected Years of Schooling, female (years) (2010)",14.05097189
"Expected Years of Schooling, female (years) (2011)",14.1415744
"Expected Years of Schooling, female (years) (2012)",14.32242
"Expected Years of Schooling, female (years) (2013)",14.53201806
"Expected Years of Schooling, female (years) (2014)",13.96451127
"Expected Years of Schooling, female (years) (2015)",13.967282
"Expected Years of Schooling, female (years) (2016)",14.4460767
"Expected Years of Schooling, female (years) (2017)",14.83565172
"Expected Years of Schooling, female (years) (2018)",14.96415416
"Expected Years of Schooling, female (years) (2019)",14.9261453
"Expected Years of Schooling, female (years) (2020)",14.87067902
"Expected Years of Schooling, female (years) (2021)",15.13321182
"Expected Years of Schooling, female (years) (2022)",15.13321182
"Mean Years of Schooling, female (years) (1990)",5.013462195
"Mean Years of Schooling, female (years) (1991)",5.125782958
"Mean Years of Schooling, female (years) (1992)",5.240620136
"Mean Years of Schooling, female (years) (1993)",5.358030107
"Mean Years of Schooling, female (years) (1994)",5.475440078
"Mean Years of Schooling, female (years) (1995)",5.592850049
"Mean Years of Schooling, female (years) (1996)",5.71026002
"Mean Years of Schooling, female (years) (1997)",5.827669991
"Mean Years of Schooling, female (years) (1998)",5.945079962
"Mean Years of Schooling, female (years) (1999)",6.062489933
"Mean Years of Schooling, female (years) (2000)",6.179899904
"Mean Years of Schooling, female (years) (2001)",6.297309875
"Mean Years of Schooling, female (years) (2002)",6.295487881
"Mean Years of Schooling, female (years) (2003)",6.293665886
"Mean Years of Schooling, female (years) (2004)",6.291843891
"Mean Years of Schooling, female (years) (2005)",6.290021896
"Mean Years of Schooling, female (years) (2006)",6.288199902
"Mean Years of Schooling, female (years) (2007)",6.404705048
"Mean Years of Schooling, female (years) (2008)",6.521210194
"Mean Years of Schooling, female (years) (2009)",6.781290054
"Mean Years of Schooling, female (years) (2010)",7.040660063
"Mean Years of Schooling, female (years) (2011)",7.300030073
"Mean Years of Schooling, female (years) (2012)",7.559400082
"Mean Years of Schooling, female (years) (2013)",7.886273384
"Mean Years of Schooling, female (years) (2014)",8.213146687
"Mean Years of Schooling, female (years) (2015)",8.540019989
"Mean Years of Schooling, female (years) (2016)",8.723439932
"Mean Years of Schooling, female (years) (2017)",8.906859875
"Mean Years of Schooling, female (years) (2018)",9.090279818
"Mean Years of Schooling, female (years) (2019)",9.27369976
"Mean Years of Schooling, female (years) (2020)",9.216730118
"Mean Years of Schooling, female (years) (2021)",9.216730118
"Mean Years of Schooling, female (years) (2022)",9.216730118
"Gross National Income Per Capita, female (2017 PPP$) (1990)",2484.233163
"Gross National Income Per Capita, female (2017 PPP$) (1991)",2670.52514
"Gross National Income Per Capita, female (2017 PPP$) (1992)",2803.994633
"Gross National Income Per Capita, female (2017 PPP$) (1993)",3061.223428
"Gross National Income Per Capita, female (2017 PPP$) (1994)",2965.874297
"Gross National Income Per Capita, female (2017 PPP$) (1995)",3376.452436
"Gross National Income Per Capita, female (2017 PPP$) (1996)",3839.443776
"Gross National Income Per Capita, female (2017 PPP$) (1997)",3746.156494
"Gross National Income Per Capita, female (2017 PPP$) (1998)",3747.541249
"Gross National Income Per Capita, female (2017 PPP$) (1999)",4245.721034
"Gross National Income Per Capita, female (2017 PPP$) (2000)",3802.092639
"Gross National Income Per Capita, female (2017 PPP$) (2001)",4134.088942
"Gross National Income Per Capita, female (2017 PPP$) (2002)",3839.128083
"Gross National Income Per Capita, female (2017 PPP$) (2003)",4061.205385
"Gross National Income Per Capita, female (2017 PPP$) (2004)",4139.617957
"Gross National Income Per Capita, female (2017 PPP$) (2005)",4172.067516
"Gross National Income Per Capita, female (2017 PPP$) (2006)",4205.058669
"Gross National Income Per Capita, female (2017 PPP$) (2007)",4439.695911
"Gross National Income Per Capita, female (2017 PPP$) (2008)",4641.397775
"Gross National Income Per Capita, female (2017 PPP$) (2009)",4440.070121
"Gross National Income Per Capita, female (2017 PPP$) (2010)",4701.458575
"Gross National Income Per Capita, female (2017 PPP$) (2011)",4716.749875
"Gross National Income Per Capita, female (2017 PPP$) (2012)",4724.464339
"Gross National Income Per Capita, female (2017 PPP$) (2013)",4981.375349
"Gross National Income Per Capita, female (2017 PPP$) (2014)",5358.935582
"Gross National Income Per Capita, female (2017 PPP$) (2015)",5599.85274
"Gross National Income Per Capita, female (2017 PPP$) (2016)",5794.966921
"Gross National Income Per Capita, female (2017 PPP$) (2017)",6119.478617
"Gross National Income Per Capita, female (2017 PPP$) (2018)",6654.012229
"Gross National Income Per Capita, female (2017 PPP$) (2019)",6726.565005
"Gross National Income Per Capita, female (2017 PPP$) (2020)",6294.236065
"Gross National Income Per Capita, female (2017 PPP$) (2021)",6646.898023
"Gross National Income Per Capita, female (2017 PPP$) (2022)",6726.868071
HDI male (1990),0.587122319
HDI male (1991),0.595378002
HDI male (1992),0.601968227
HDI male (1993),0.60881892
HDI male (1994),0.61855645
HDI male (1995),0.626067034
HDI male (1996),0.633008196
HDI male (1997),0.64610059
HDI male (1998),0.657519502
HDI male (1999),0.651182568
HDI male (2000),0.654389409
HDI male (2001),0.650730444
HDI male (2002),0.649954073
HDI male (2003),0.643476309
HDI male (2004),0.65013573
HDI male (2005),0.657834766
HDI male (2006),0.661667933
HDI male (2007),0.665322396
HDI male (2008),0.672906684
HDI male (2009),0.681627123
HDI male (2010),0.682926002
HDI male (2011),0.688296364
HDI male (2012),0.693271993
HDI male (2013),0.700517374
HDI male (2014),0.700935092
HDI male (2015),0.705322798
HDI male (2016),0.717497935
HDI male (2017),0.724269466
HDI male (2018),0.728417666
HDI male (2019),0.731674583
HDI male (2020),0.703713995
HDI male (2021),0.702569006
HDI male (2022),0.71118959
"Life Expectancy at Birth, male (years) (1990)",54.959
"Life Expectancy at Birth, male (years) (1991)",55.573
"Life Expectancy at Birth, male (years) (1992)",56.165
"Life Expectancy at Birth, male (years) (1993)",56.805
"Life Expectancy at Birth, male (years) (1994)",57.295
"Life Expectancy at Birth, male (years) (1995)",57.82
"Life Expectancy at Birth, male (years) (1996)",58.339
"Life Expectancy at Birth, male (years) (1997)",59.04
"Life Expectancy at Birth, male (years) (1998)",59.537
"Life Expectancy at Birth, male (years) (1999)",59.975
"Life Expectancy at Birth, male (years) (2000)",60.419
"Life Expectancy at Birth, male (years) (2001)",60.836
"Life Expectancy at Birth, male (years) (2002)",61.212
"Life Expectancy at Birth, male (years) (2003)",61.463
"Life Expectancy at Birth, male (years) (2004)",61.916
"Life Expectancy at Birth, male (years) (2005)",62.252
"Life Expectancy at Birth, male (years) (2006)",62.613
"Life Expectancy at Birth, male (years) (2007)",62.859
"Life Expectancy at Birth, male (years) (2008)",63.206
"Life Expectancy at Birth, male (years) (2009)",63.581
"Life Expectancy at Birth, male (years) (2010)",63.821
"Life Expectancy at Birth, male (years) (2011)",64.163
"Life Expectancy at Birth, male (years) (2012)",64.288
"Life Expectancy at Birth, male (years) (2013)",64.57
"Life Expectancy at Birth, male (years) (2014)",64.737
"Life Expectancy at Birth, male (years) (2015)",64.9
"Life Expectancy at Birth, male (years) (2016)",65.17
"Life Expectancy at Birth, male (years) (2017)",65.228
"Life Expectancy at Birth, male (years) (2018)",65.279
"Life Expectancy at Birth, male (years) (2019)",65.37
"Life Expectancy at Birth, male (years) (2020)",61.559
"Life Expectancy at Birth, male (years) (2021)",60.879
"Life Expectancy at Birth, male (years) (2022)",62.265
"Expected Years of Schooling, male (years) (1990)",12.04239315
"Expected Years of Schooling, male (years) (1991)",12.34121918
"Expected Years of Schooling, male (years) (1992)",12.64746043
"Expected Years of Schooling, male (years) (1993)",12.96130091
"Expected Years of Schooling, male (years) (1994)",13.28292918
"Expected Years of Schooling, male (years) (1995)",13.82482627
"Expected Years of Schooling, male (years) (1996)",14.36672336
"Expected Years of Schooling, male (years) (1997)",14.90862044
"Expected Years of Schooling, male (years) (1998)",15.45051753
"Expected Years of Schooling, male (years) (1999)",14.98718472
"Expected Years of Schooling, male (years) (2000)",14.52385191
"Expected Years of Schooling, male (years) (2001)",14.0605191
"Expected Years of Schooling, male (years) (2002)",13.59718629
"Expected Years of Schooling, male (years) (2003)",13.13385348
"Expected Years of Schooling, male (years) (2004)",13.67647218
"Expected Years of Schooling, male (years) (2005)",14.21909088
"Expected Years of Schooling, male (years) (2006)",14.31797494
"Expected Years of Schooling, male (years) (2007)",14.31989814
"Expected Years of Schooling, male (years) (2008)",14.45413543
"Expected Years of Schooling, male (years) (2009)",14.60603613
"Expected Years of Schooling, male (years) (2010)",14.45168263
"Expected Years of Schooling, male (years) (2011)",14.29732912
"Expected Years of Schooling, male (years) (2012)",14.45283767
"Expected Years of Schooling, male (years) (2013)",14.62055146
"Expected Years of Schooling, male (years) (2014)",14.13958526
"Expected Years of Schooling, male (years) (2015)",13.9875184
"Expected Years of Schooling, male (years) (2016)",14.54795473
"Expected Years of Schooling, male (years) (2017)",14.97339911
"Expected Years of Schooling, male (years) (2018)",15.06988178
"Expected Years of Schooling, male (years) (2019)",14.9677919
"Expected Years of Schooling, male (years) (2020)",14.72076542
"Expected Years of Schooling, male (years) (2021)",14.90989854
"Expected Years of Schooling, male (years) (2022)",14.90989854
"Mean Years of Schooling, male (years) (1990)",7.045048955
"Mean Years of Schooling, male (years) (1991)",7.146316713
"Mean Years of Schooling, male (years) (1992)",7.249040127
"Mean Years of Schooling, male (years) (1993)",7.353240119
"Mean Years of Schooling, male (years) (1994)",7.457440111
"Mean Years of Schooling, male (years) (1995)",7.561640104
"Mean Years of Schooling, male (years) (1996)",7.665840096
"Mean Years of Schooling, male (years) (1997)",7.770040088
"Mean Years of Schooling, male (years) (1998)",7.874240081
"Mean Years of Schooling, male (years) (1999)",7.978440073
"Mean Years of Schooling, male (years) (2000)",8.082640065
"Mean Years of Schooling, male (years) (2001)",8.186840057
"Mean Years of Schooling, male (years) (2002)",8.065426064
"Mean Years of Schooling, male (years) (2003)",7.94401207
"Mean Years of Schooling, male (years) (2004)",7.822598076
"Mean Years of Schooling, male (years) (2005)",7.701184082
"Mean Years of Schooling, male (years) (2006)",7.579770088
"Mean Years of Schooling, male (years) (2007)",7.763410091
"Mean Years of Schooling, male (years) (2008)",7.947050095
"Mean Years of Schooling, male (years) (2009)",8.237170219
"Mean Years of Schooling, male (years) (2010)",8.425600052
"Mean Years of Schooling, male (years) (2011)",8.614029884
"Mean Years of Schooling, male (years) (2012)",8.802459717
"Mean Years of Schooling, male (years) (2013)",8.976766586
"Mean Years of Schooling, male (years) (2014)",9.151073456
"Mean Years of Schooling, male (years) (2015)",9.325380325
"Mean Years of Schooling, male (years) (2016)",9.614480257
"Mean Years of Schooling, male (years) (2017)",9.903580189
"Mean Years of Schooling, male (years) (2018)",10.19268012
"Mean Years of Schooling, male (years) (2019)",10.48178005
"Mean Years of Schooling, male (years) (2020)",10.49209023
"Mean Years of Schooling, male (years) (2021)",10.49209023
"Mean Years of Schooling, male (years) (2022)",10.49209023
"Gross National Income Per Capita, male (2017 PPP$) (1990)",5935.116319
"Gross National Income Per Capita, male (2017 PPP$) (1991)",6066.081242
"Gross National Income Per Capita, male (2017 PPP$) (1992)",5998.539196
"Gross National Income Per Capita, male (2017 PPP$) (1993)",5929.783421
"Gross National Income Per Capita, male (2017 PPP$) (1994)",6305.012405
"Gross National Income Per Capita, male (2017 PPP$) (1995)",6139.064019
"Gross National Income Per Capita, male (2017 PPP$) (1996)",5930.713848
"Gross National Income Per Capita, male (2017 PPP$) (1997)",6347.234332
"Gross National Income Per Capita, male (2017 PPP$) (1998)",6715.989214
"Gross National Income Per Capita, male (2017 PPP$) (1999)",6035.061458
"Gross National Income Per Capita, male (2017 PPP$) (2000)",6507.303454
"Gross National Income Per Capita, male (2017 PPP$) (2001)",6180.260521
"Gross National Income Per Capita, male (2017 PPP$) (2002)",6539.542665
"Gross National Income Per Capita, male (2017 PPP$) (2003)",6292.329396
"Gross National Income Per Capita, male (2017 PPP$) (2004)",6378.452887
"Gross National Income Per Capita, male (2017 PPP$) (2005)",6670.561368
"Gross National Income Per Capita, male (2017 PPP$) (2006)",6999.454635
"Gross National Income Per Capita, male (2017 PPP$) (2007)",7048.322085
"Gross National Income Per Capita, male (2017 PPP$) (2008)",7403.675421
"Gross National Income Per Capita, male (2017 PPP$) (2009)",7725.222303
"Gross National Income Per Capita, male (2017 PPP$) (2010)",7644.828795
"Gross National Income Per Capita, male (2017 PPP$) (2011)",8099.191007
"Gross National Income Per Capita, male (2017 PPP$) (2012)",8227.141469
"Gross National Income Per Capita, male (2017 PPP$) (2013)",8608.7129
"Gross National Income Per Capita, male (2017 PPP$) (2014)",8962.874844
"Gross National Income Per Capita, male (2017 PPP$) (2015)",9506.177849
"Gross National Income Per Capita, male (2017 PPP$) (2016)",9963.332235
"Gross National Income Per Capita, male (2017 PPP$) (2017)",9862.415101
"Gross National Income Per Capita, male (2017 PPP$) (2018)",9848.42346
"Gross National Income Per Capita, male (2017 PPP$) (2019)",9964.663383
"Gross National Income Per Capita, male (2017 PPP$) (2020)",8879.442568
"Gross National Income Per Capita, male (2017 PPP$) (2021)",9031.100417
"Gross National Income Per Capita, male (2017 PPP$) (2022)",9242.926257
Inequality-adjusted Human Development Index (value) (2010),0.466
Inequality-adjusted Human Development Index (value) (2011),0.491
Inequality-adjusted Human Development Index (value) (2012),0.494
Inequality-adjusted Human Development Index (value) (2013),0.504
Inequality-adjusted Human Development Index (value) (2014),0.509
Inequality-adjusted Human Development Index (value) (2015),0.521
Inequality-adjusted Human Development Index (value) (2016),0.523
Inequality-adjusted Human Development Index (value) (2017),0.533
Inequality-adjusted Human Development Index (value) (2018),0.551
Inequality-adjusted Human Development Index (value) (2019),0.562
Inequality-adjusted Human Development Index (value) (2020),0.536
Inequality-adjusted Human Development Index (value) (2021),0.551
Inequality-adjusted Human Development Index (value) (2022),0.56
Coefficient of human inequality (2010),29.038332
Coefficient of human inequality (2011),26.16651767
Coefficient of human inequality (2012),26.118098
Coefficient of human inequality (2013),25.639663
Coefficient of human inequality (2014),25.09978933
Coefficient of human inequality (2015),24.136993
Coefficient of human inequality (2016),24.87297333
Coefficient of human inequality (2017),24.22974633
Coefficient of human inequality (2018),22.44564
Coefficient of human inequality (2019),21.21205
Coefficient of human inequality (2020),22.238683
Coefficient of human inequality (2021),19.99182833
Coefficient of human inequality (2022),19.70465967
Overall loss (%) (2010),29.50075643
Overall loss (%) (2011),26.3868066
Overall loss (%) (2012),26.59732541
Overall loss (%) (2013),25.99118943
Overall loss (%) (2014),25.47584187
Overall loss (%) (2015),24.27325581
Overall loss (%) (2016),25.28571429
Overall loss (%) (2017),24.61103253
Overall loss (%) (2018),22.61235955
Overall loss (%) (2019),21.3986014
Overall loss (%) (2020),22.43125904
Overall loss (%) (2021),20.26049204
Overall loss (%) (2022),19.77077364
Inequality in life expectancy (2010),22.942276
Inequality in life expectancy (2011),22.169233
Inequality in life expectancy (2012),21.490164
Inequality in life expectancy (2013),20.945099
Inequality in life expectancy (2014),20.519758
Inequality in life expectancy (2015),20.162849
Inequality in life expectancy (2016),19.82934
Inequality in life expectancy (2017),19.580589
Inequality in life expectancy (2018),19.32531
Inequality in life expectancy (2019),19.04623
Inequality in life expectancy (2020),18.438099
Inequality in life expectancy (2021),18.022055
Inequality in life expectancy (2022),17.160549
