key,value
Life Expectancy at Birth (years) (2013),71.771
Life Expectancy at Birth (years) (2014),71.746
Life Expectancy at Birth (years) (2015),71.814
Life Expectancy at Birth (years) (2016),72.025
Life Expectancy at Birth (years) (2017),72.311
Life Expectancy at Birth (years) (2018),72.555
Life Expectancy at Birth (years) (2019),72.559
Life Expectancy at Birth (years) (2020),71.061
Life Expectancy at Birth (years) (2021),70.748
Life Expectancy at Birth (years) (2022),71.475
Expected Years of Schooling (years) (1990),8.514767823
Expected Years of Schooling (years) (1991),8.662059784
Expected Years of Schooling (years) (1992),8.811899662
Expected Years of Schooling (years) (1993),8.96173954
Expected Years of Schooling (years) (1994),9.286313629
Expected Years of Schooling (years) (1995),9.610887718
Expected Years of Schooling (years) (1996),9.935461807
Expected Years of Schooling (years) (1997),10.2600359
Expected Years of Schooling (years) (1998),10.58460999
Expected Years of Schooling (years) (1999),10.5519104
Expected Years of Schooling (years) (2000),10.89731979
Expected Years of Schooling (years) (2001),11.10416985
Expected Years of Schooling (years) (2002),11.44435978
Expected Years of Schooling (years) (2003),11.84412956
Expected Years of Schooling (years) (2004),12.16205025
Expected Years of Schooling (years) (2005),12.4198103
Expected Years of Schooling (years) (2006),12.39274979
Expected Years of Schooling (years) (2007),12.88368988
Expected Years of Schooling (years) (2008),12.16687965
Expected Years of Schooling (years) (2009),12.09626007
Expected Years of Schooling (years) (2010),12.16615963
Expected Years of Schooling (years) (2011),12.24773979
Expected Years of Schooling (years) (2012),12.29899979
Expected Years of Schooling (years) (2013),12.43801975
Expected Years of Schooling (years) (2014),12.25903988
Expected Years of Schooling (years) (2015),12.01471996
Expected Years of Schooling (years) (2016),11.79246998
Expected Years of Schooling (years) (2017),11.75586188
Expected Years of Schooling (years) (2018),11.92147713
Expected Years of Schooling (years) (2019),11.88102581
Expected Years of Schooling (years) (2020),11.9099355
Expected Years of Schooling (years) (2021),11.9099355
Expected Years of Schooling (years) (2022),11.9099355
Mean Years of Schooling (years) (1990),3.729339234
Mean Years of Schooling (years) (1991),3.847328115
Mean Years of Schooling (years) (1992),3.969049931
Mean Years of Schooling (years) (1993),4.094622782
Mean Years of Schooling (years) (1994),4.220195634
Mean Years of Schooling (years) (1995),4.345768486
Mean Years of Schooling (years) (1996),4.471341337
Mean Years of Schooling (years) (1997),4.596914189
Mean Years of Schooling (years) (1998),4.722487041
Mean Years of Schooling (years) (1999),4.848059893
Mean Years of Schooling (years) (2000),4.973632744
Mean Years of Schooling (years) (2001),5.099205596
Mean Years of Schooling (years) (2002),5.224778448
Mean Years of Schooling (years) (2003),5.3503513
Mean Years of Schooling (years) (2004),5.475924151
Mean Years of Schooling (years) (2005),5.601497003
Mean Years of Schooling (years) (2006),5.727069855
Mean Years of Schooling (years) (2007),5.625279903
Mean Years of Schooling (years) (2008),6.029550076
Mean Years of Schooling (years) (2009),6.130139828
Mean Years of Schooling (years) (2010),6.339930058
Mean Years of Schooling (years) (2011),6.209420204
Mean Years of Schooling (years) (2012),6.366330147
Mean Years of Schooling (years) (2013),6.434329987
Mean Years of Schooling (years) (2014),6.528739929
Mean Years of Schooling (years) (2015),6.623149872
Mean Years of Schooling (years) (2016),6.717559814
Mean Years of Schooling (years) (2017),6.825099945
Mean Years of Schooling (years) (2018),6.968569994
Mean Years of Schooling (years) (2019),7.112040043
Mean Years of Schooling (years) (2020),7.150929928
Mean Years of Schooling (years) (2021),7.150929928
Mean Years of Schooling (years) (2022),7.150929928
Gross National Income Per Capita (2017 PPP$) (1990),5047.765852
Gross National Income Per Capita (2017 PPP$) (1991),5058.032711
Gross National Income Per Capita (2017 PPP$) (1992),5360.780075
Gross National Income Per Capita (2017 PPP$) (1993),5591.500446
Gross National Income Per Capita (2017 PPP$) (1994),5816.686235
Gross National Income Per Capita (2017 PPP$) (1995),6065.118403
Gross National Income Per Capita (2017 PPP$) (1996),6049.94575
Gross National Income Per Capita (2017 PPP$) (1997),6145.504905
Gross National Income Per Capita (2017 PPP$) (1998),6269.585716
Gross National Income Per Capita (2017 PPP$) (1999),6291.962566
Gross National Income Per Capita (2017 PPP$) (2000),6354.106152
Gross National Income Per Capita (2017 PPP$) (2001),6376.278975
Gross National Income Per Capita (2017 PPP$) (2002),6423.783483
Gross National Income Per Capita (2017 PPP$) (2003),6462.380181
Gross National Income Per Capita (2017 PPP$) (2004),6503.160265
Gross National Income Per Capita (2017 PPP$) (2005),6674.018118
Gross National Income Per Capita (2017 PPP$) (2006),7016.274852
Gross National Income Per Capita (2017 PPP$) (2007),7141.117956
Gross National Income Per Capita (2017 PPP$) (2008),7311.621508
Gross National Income Per Capita (2017 PPP$) (2009),7058.044685
Gross National Income Per Capita (2017 PPP$) (2010),7200.449289
Gross National Income Per Capita (2017 PPP$) (2011),7439.631163
Gross National Income Per Capita (2017 PPP$) (2012),7537.686573
Gross National Income Per Capita (2017 PPP$) (2013),7642.278773
Gross National Income Per Capita (2017 PPP$) (2014),7738.035586
Gross National Income Per Capita (2017 PPP$) (2015),7882.909097
Gross National Income Per Capita (2017 PPP$) (2016),8011.424602
Gross National Income Per Capita (2017 PPP$) (2017),8139.187189
Gross National Income Per Capita (2017 PPP$) (2018),8319.116771
Gross National Income Per Capita (2017 PPP$) (2019),8575.426578
Gross National Income Per Capita (2017 PPP$) (2020),7876.916512
Gross National Income Per Capita (2017 PPP$) (2021),8718.945387
Gross National Income Per Capita (2017 PPP$) (2022),8886.173528
GDI Group (2022),2
Gender Development Index (value) (1990),
Gender Development Index (value) (1991),
Gender Development Index (value) (1992),
Gender Development Index (value) (1993),
Gender Development Index (value) (1994),
Gender Development Index (value) (1995),0.934
Gender Development Index (value) (1996),0.93
Gender Development Index (value) (1997),0.926
Gender Development Index (value) (1998),0.932
Gender Development Index (value) (1999),0.934
Gender Development Index (value) (2000),0.927
Gender Development Index (value) (2001),0.926
Gender Development Index (value) (2002),0.927
Gender Development Index (value) (2003),0.934
Gender Development Index (value) (2004),0.938
Gender Development Index (value) (2005),0.938
Gender Development Index (value) (2006),0.949
Gender Development Index (value) (2007),0.962
Gender Development Index (value) (2008),0.954
Gender Development Index (value) (2009),0.955
Gender Development Index (value) (2010),0.978
Gender Development Index (value) (2011),0.973
Gender Development Index (value) (2012),0.972
Gender Development Index (value) (2013),0.981
Gender Development Index (value) (2014),0.982
Gender Development Index (value) (2015),0.983
Gender Development Index (value) (2016),0.986
Gender Development Index (value) (2017),0.985
Gender Development Index (value) (2018),0.983
Gender Development Index (value) (2019),0.977
Gender Development Index (value) (2020),0.969
Gender Development Index (value) (2021),0.972
Gender Development Index (value) (2022),0.972
HDI female (1990),
HDI female (1991),
HDI female (1992),
HDI female (1993),
HDI female (1994),
HDI female (1995),0.545541815
HDI female (1996),0.551479762
HDI female (1997),0.558166614
HDI female (1998),0.568716157
HDI female (1999),0.574233274
HDI female (2000),0.579951484
HDI female (2001),0.58255781
HDI female (2002),0.590800896
HDI female (2003),0.599251628
HDI female (2004),0.606711753
HDI female (2005),0.612747291
HDI female (2006),0.622663141
HDI female (2007),0.635607155
HDI female (2008),0.632888294
HDI female (2009),0.632751282
HDI female (2010),0.647864518
HDI female (2011),0.647428019
HDI female (2012),0.649977599
HDI female (2013),0.656157837
HDI female (2014),0.656426292
HDI female (2015),0.656048305
HDI female (2016),0.657657501
HDI female (2017),0.660013418
HDI female (2018),0.665483759
HDI female (2019),0.666190414
HDI female (2020),0.652632412
HDI female (2021),0.657492365
HDI female (2022),0.661702566
"Life Expectancy at Birth, female (years) (1990)",68.309
"Life Expectancy at Birth, female (years) (1991)",69.066
"Life Expectancy at Birth, female (years) (1992)",69.713
"Life Expectancy at Birth, female (years) (1993)",70.308
"Life Expectancy at Birth, female (years) (1994)",70.889
"Life Expectancy at Birth, female (years) (1995)",71.283
"Life Expectancy at Birth, female (years) (1996)",71.893
"Life Expectancy at Birth, female (years) (1997)",72.559
"Life Expectancy at Birth, female (years) (1998)",72.929
"Life Expectancy at Birth, female (years) (1999)",73.803
"Life Expectancy at Birth, female (years) (2000)",74.248
"Life Expectancy at Birth, female (years) (2001)",73.903
"Life Expectancy at Birth, female (years) (2002)",74.708
"Life Expectancy at Birth, female (years) (2003)",74.682
"Life Expectancy at Birth, female (years) (2004)",74.968
"Life Expectancy at Birth, female (years) (2005)",75.083
"Life Expectancy at Birth, female (years) (2006)",75.401
"Life Expectancy at Birth, female (years) (2007)",75.677
"Life Expectancy at Birth, female (years) (2008)",75.92
"Life Expectancy at Birth, female (years) (2009)",75.961
"Life Expectancy at Birth, female (years) (2010)",76.213
"Life Expectancy at Birth, female (years) (2011)",76.189
"Life Expectancy at Birth, female (years) (2012)",76.163
"Life Expectancy at Birth, female (years) (2013)",76.158
"Life Expectancy at Birth, female (years) (2014)",76.267
"Life Expectancy at Birth, female (years) (2015)",76.572
"Life Expectancy at Birth, female (years) (2016)",77.075
"Life Expectancy at Birth, female (years) (2017)",77.494
"Life Expectancy at Birth, female (years) (2018)",77.488
"Life Expectancy at Birth, female (years) (2019)",76.776
"Life Expectancy at Birth, female (years) (2020)",75.413
"Life Expectancy at Birth, female (years) (2021)",75.149
"Life Expectancy at Birth, female (years) (2022)",75.813
"Expected Years of Schooling, female (years) (1990)",
"Expected Years of Schooling, female (years) (1991)",
"Expected Years of Schooling, female (years) (1992)",
"Expected Years of Schooling, female (years) (1993)",
"Expected Years of Schooling, female (years) (1994)",
"Expected Years of Schooling, female (years) (1995)",9.606391266
"Expected Years of Schooling, female (years) (1996)",9.842973327
"Expected Years of Schooling, female (years) (1997)",10.08538183
"Expected Years of Schooling, female (years) (1998)",10.33376026
"Expected Years of Schooling, female (years) (1999)",10.33084011
"Expected Years of Schooling, female (years) (2000)",10.59854031
"Expected Years of Schooling, female (years) (2001)",10.84620953
"Expected Years of Schooling, female (years) (2002)",11.14966011
"Expected Years of Schooling, female (years) (2003)",11.66434956
"Expected Years of Schooling, female (years) (2004)",12.07104015
"Expected Years of Schooling, female (years) (2005)",12.28742981
"Expected Years of Schooling, female (years) (2006)",12.32172012
"Expected Years of Schooling, female (years) (2007)",12.98437023
"Expected Years of Schooling, female (years) (2008)",12.15783024
"Expected Years of Schooling, female (years) (2009)",12.08405972
"Expected Years of Schooling, female (years) (2010)",12.12975025
"Expected Years of Schooling, female (years) (2011)",12.20882988
"Expected Years of Schooling, female (years) (2012)",12.27420044
"Expected Years of Schooling, female (years) (2013)",12.46504974
"Expected Years of Schooling, female (years) (2014)",12.33819008
"Expected Years of Schooling, female (years) (2015)",12.10762978
"Expected Years of Schooling, female (years) (2016)",11.89044952
"Expected Years of Schooling, female (years) (2017)",11.77943098
"Expected Years of Schooling, female (years) (2018)",11.98872377
"Expected Years of Schooling, female (years) (2019)",12.04790565
"Expected Years of Schooling, female (years) (2020)",12.23986755
"Expected Years of Schooling, female (years) (2021)",12.23986755
"Expected Years of Schooling, female (years) (2022)",12.23986755
"Mean Years of Schooling, female (years) (1990)",3.611669787
"Mean Years of Schooling, female (years) (1991)",3.672418979
"Mean Years of Schooling, female (years) (1992)",3.734189987
"Mean Years of Schooling, female (years) (1993)",3.796999999
"Mean Years of Schooling, female (years) (1994)",3.859810012
"Mean Years of Schooling, female (years) (1995)",3.922620024
"Mean Years of Schooling, female (years) (1996)",3.985430036
"Mean Years of Schooling, female (years) (1997)",4.048240049
"Mean Years of Schooling, female (years) (1998)",4.111050061
"Mean Years of Schooling, female (years) (1999)",4.173860073
"Mean Years of Schooling, female (years) (2000)",4.236670085
"Mean Years of Schooling, female (years) (2001)",4.299480098
"Mean Years of Schooling, female (years) (2002)",4.36229011
"Mean Years of Schooling, female (years) (2003)",4.425100122
"Mean Years of Schooling, female (years) (2004)",4.487910134
"Mean Years of Schooling, female (years) (2005)",4.550720147
"Mean Years of Schooling, female (years) (2006)",4.613530159
"Mean Years of Schooling, female (years) (2007)",5.331679821
"Mean Years of Schooling, female (years) (2008)",5.664899826
"Mean Years of Schooling, female (years) (2009)",5.833819866
"Mean Years of Schooling, female (years) (2010)",6.073550224
"Mean Years of Schooling, female (years) (2011)",5.886670113
"Mean Years of Schooling, female (years) (2012)",6.019370079
"Mean Years of Schooling, female (years) (2013)",6.118770123
"Mean Years of Schooling, female (years) (2014)",6.210683346
"Mean Years of Schooling, female (years) (2015)",6.302596569
"Mean Years of Schooling, female (years) (2016)",6.394509792
"Mean Years of Schooling, female (years) (2017)",6.506700039
"Mean Years of Schooling, female (years) (2018)",6.624375105
"Mean Years of Schooling, female (years) (2019)",6.742050171
"Mean Years of Schooling, female (years) (2020)",6.769279957
"Mean Years of Schooling, female (years) (2021)",6.769279957
"Mean Years of Schooling, female (years) (2022)",6.769279957
"Gross National Income Per Capita, female (2017 PPP$) (1990)",3706.213205
"Gross National Income Per Capita, female (2017 PPP$) (1991)",3753.761666
"Gross National Income Per Capita, female (2017 PPP$) (1992)",2424.361731
"Gross National Income Per Capita, female (2017 PPP$) (1993)",3399.524296
"Gross National Income Per Capita, female (2017 PPP$) (1994)",3547.45287
"Gross National Income Per Capita, female (2017 PPP$) (1995)",3667.261596
"Gross National Income Per Capita, female (2017 PPP$) (1996)",3647.384173
"Gross National Income Per Capita, female (2017 PPP$) (1997)",3664.071006
"Gross National Income Per Capita, female (2017 PPP$) (1998)",4049.178291
"Gross National Income Per Capita, female (2017 PPP$) (1999)",4156.536532
"Gross National Income Per Capita, female (2017 PPP$) (2000)",4140.629936
"Gross National Income Per Capita, female (2017 PPP$) (2001)",4136.803683
"Gross National Income Per Capita, female (2017 PPP$) (2002)",4186.773623
"Gross National Income Per Capita, female (2017 PPP$) (2003)",4309.806022
"Gross National Income Per Capita, female (2017 PPP$) (2004)",4369.482274
"Gross National Income Per Capita, female (2017 PPP$) (2005)",4554.709725
"Gross National Income Per Capita, female (2017 PPP$) (2006)",5238.435088
"Gross National Income Per Capita, female (2017 PPP$) (2007)",4743.440144
"Gross National Income Per Capita, female (2017 PPP$) (2008)",4833.095599
"Gross National Income Per Capita, female (2017 PPP$) (2009)",4682.50941
"Gross National Income Per Capita, female (2017 PPP$) (2010)",5675.541922
"Gross National Income Per Capita, female (2017 PPP$) (2011)",5813.511632
"Gross National Income Per Capita, female (2017 PPP$) (2012)",5829.7983
"Gross National Income Per Capita, female (2017 PPP$) (2013)",6140.800302
"Gross National Income Per Capita, female (2017 PPP$) (2014)",6141.67033
"Gross National Income Per Capita, female (2017 PPP$) (2015)",6109.171687
"Gross National Income Per Capita, female (2017 PPP$) (2016)",6198.883805
"Gross National Income Per Capita, female (2017 PPP$) (2017)",6247.040914
"Gross National Income Per Capita, female (2017 PPP$) (2018)",6434.767055
"Gross National Income Per Capita, female (2017 PPP$) (2019)",6604.04412
"Gross National Income Per Capita, female (2017 PPP$) (2020)",5440.765377
"Gross National Income Per Capita, female (2017 PPP$) (2021)",6076.077655
"Gross National Income Per Capita, female (2017 PPP$) (2022)",6244.001459
HDI male (1990),
HDI male (1991),
HDI male (1992),
HDI male (1993),
HDI male (1994),
HDI male (1995),0.584209417
HDI male (1996),0.592788675
HDI male (1997),0.602731491
HDI male (1998),0.610164053
HDI male (1999),0.614988545
HDI male (2000),0.625346666
HDI male (2001),0.628865506
HDI male (2002),0.637659264
HDI male (2003),0.641842982
HDI male (2004),0.646899844
HDI male (2005),0.653568666
HDI male (2006),0.655888368
HDI male (2007),0.660598998
HDI male (2008),0.663675548
HDI male (2009),0.662437293
HDI male (2010),0.662665606
HDI male (2011),0.665112283
HDI male (2012),0.668826814
HDI male (2013),0.669085292
HDI male (2014),0.668179672
HDI male (2015),0.667665041
HDI male (2016),0.666998875
HDI male (2017),0.670125556
HDI male (2018),0.676871962
HDI male (2019),0.682170841
HDI male (2020),0.673506037
HDI male (2021),0.676491795
HDI male (2022),0.680679223
"Life Expectancy at Birth, male (years) (1990)",57.017
"Life Expectancy at Birth, male (years) (1991)",58.731
"Life Expectancy at Birth, male (years) (1992)",59.634
"Life Expectancy at Birth, male (years) (1993)",60.175
"Life Expectancy at Birth, male (years) (1994)",60.789
"Life Expectancy at Birth, male (years) (1995)",61.355
"Life Expectancy at Birth, male (years) (1996)",62.207
"Life Expectancy at Birth, male (years) (1997)",63.149
"Life Expectancy at Birth, male (years) (1998)",63.916
"Life Expectancy at Birth, male (years) (1999)",64.832
"Life Expectancy at Birth, male (years) (2000)",65.35
"Life Expectancy at Birth, male (years) (2001)",65.159
"Life Expectancy at Birth, male (years) (2002)",65.628
"Life Expectancy at Birth, male (years) (2003)",65.468
"Life Expectancy at Birth, male (years) (2004)",65.574
"Life Expectancy at Birth, male (years) (2005)",65.642
"Life Expectancy at Birth, male (years) (2006)",65.965
"Life Expectancy at Birth, male (years) (2007)",66.332
"Life Expectancy at Birth, male (years) (2008)",66.705
"Life Expectancy at Birth, male (years) (2009)",66.957
"Life Expectancy at Birth, male (years) (2010)",67.245
"Life Expectancy at Birth, male (years) (2011)",67.289
"Life Expectancy at Birth, male (years) (2012)",67.26
"Life Expectancy at Birth, male (years) (2013)",67.146
"Life Expectancy at Birth, male (years) (2014)",66.993
"Life Expectancy at Birth, male (years) (2015)",66.834
"Life Expectancy at Birth, male (years) (2016)",66.762
"Life Expectancy at Birth, male (years) (2017)",66.908
"Life Expectancy at Birth, male (years) (2018)",67.352
"Life Expectancy at Birth, male (years) (2019)",68.009
"Life Expectancy at Birth, male (years) (2020)",66.432
"Life Expectancy at Birth, male (years) (2021)",66.078
"Life Expectancy at Birth, male (years) (2022)",66.837
"Expected Years of Schooling, male (years) (1990)",
"Expected Years of Schooling, male (years) (1991)",
"Expected Years of Schooling, male (years) (1992)",
"Expected Years of Schooling, male (years) (1993)",
"Expected Years of Schooling, male (years) (1994)",
"Expected Years of Schooling, male (years) (1995)",10.19727658
"Expected Years of Schooling, male (years) (1996)",10.41067408
"Expected Years of Schooling, male (years) (1997)",10.62853732
"Expected Years of Schooling, male (years) (1998)",10.85095978
"Expected Years of Schooling, male (years) (1999)",10.76898956
"Expected Years of Schooling, male (years) (2000)",11.20353985
"Expected Years of Schooling, male (years) (2001)",11.37090969
"Expected Years of Schooling, male (years) (2002)",11.7519598
"Expected Years of Schooling, male (years) (2003)",12.02680016
"Expected Years of Schooling, male (years) (2004)",12.24497032
"Expected Years of Schooling, male (years) (2005)",12.56379986
"Expected Years of Schooling, male (years) (2006)",12.47383022
"Expected Years of Schooling, male (years) (2007)",12.78069019
"Expected Years of Schooling, male (years) (2008)",12.18727016
"Expected Years of Schooling, male (years) (2009)",12.12094975
"Expected Years of Schooling, male (years) (2010)",12.21306038
"Expected Years of Schooling, male (years) (2011)",12.29815006
"Expected Years of Schooling, male (years) (2012)",12.33880997
"Expected Years of Schooling, male (years) (2013)",12.43138027
"Expected Years of Schooling, male (years) (2014)",12.19925022
"Expected Years of Schooling, male (years) (2015)",11.94478035
"Expected Years of Schooling, male (years) (2016)",11.72107029
"Expected Years of Schooling, male (years) (2017)",11.73229278
"Expected Years of Schooling, male (years) (2018)",11.88257923
"Expected Years of Schooling, male (years) (2019)",11.7383004
"Expected Years of Schooling, male (years) (2020)",11.60951185
"Expected Years of Schooling, male (years) (2021)",11.60951185
"Expected Years of Schooling, male (years) (2022)",11.60951185
"Mean Years of Schooling, male (years) (1990)",3.932759374
"Mean Years of Schooling, male (years) (1991)",4.073115171
"Mean Years of Schooling, male (years) (1992)",4.21848011
"Mean Years of Schooling, male (years) (1993)",4.369032962
"Mean Years of Schooling, male (years) (1994)",4.519585814
"Mean Years of Schooling, male (years) (1995)",4.670138666
"Mean Years of Schooling, male (years) (1996)",4.820691517
"Mean Years of Schooling, male (years) (1997)",4.971244369
"Mean Years of Schooling, male (years) (1998)",5.121797221
"Mean Years of Schooling, male (years) (1999)",5.272350073
"Mean Years of Schooling, male (years) (2000)",5.422902925
"Mean Years of Schooling, male (years) (2001)",5.573455776
"Mean Years of Schooling, male (years) (2002)",5.724008628
"Mean Years of Schooling, male (years) (2003)",5.87456148
"Mean Years of Schooling, male (years) (2004)",6.025114332
"Mean Years of Schooling, male (years) (2005)",6.175667184
"Mean Years of Schooling, male (years) (2006)",6.326220036
"Mean Years of Schooling, male (years) (2007)",5.986629963
"Mean Years of Schooling, male (years) (2008)",6.491449833
"Mean Years of Schooling, male (years) (2009)",6.503330231
"Mean Years of Schooling, male (years) (2010)",6.660520077
"Mean Years of Schooling, male (years) (2011)",6.616159916
"Mean Years of Schooling, male (years) (2012)",6.800260067
"Mean Years of Schooling, male (years) (2013)",6.830979824
"Mean Years of Schooling, male (years) (2014)",6.927173138
"Mean Years of Schooling, male (years) (2015)",7.023366451
"Mean Years of Schooling, male (years) (2016)",7.119559765
"Mean Years of Schooling, male (years) (2017)",7.218770027
"Mean Years of Schooling, male (years) (2018)",7.392854929
"Mean Years of Schooling, male (years) (2019)",7.566939831
"Mean Years of Schooling, male (years) (2020)",7.624269962
"Mean Years of Schooling, male (years) (2021)",7.624269962
"Mean Years of Schooling, male (years) (2022)",7.624269962
"Gross National Income Per Capita, male (2017 PPP$) (1990)",6470.53387
"Gross National Income Per Capita, male (2017 PPP$) (1991)",6442.516586
"Gross National Income Per Capita, male (2017 PPP$) (1992)",8479.739151
"Gross National Income Per Capita, male (2017 PPP$) (1993)",7922.6562
"Gross National Income Per Capita, male (2017 PPP$) (1994)",8234.699369
"Gross National Income Per Capita, male (2017 PPP$) (1995)",8625.128069
"Gross National Income Per Capita, male (2017 PPP$) (1996)",8619.81039
"Gross National Income Per Capita, male (2017 PPP$) (1997)",8804.299553
"Gross National Income Per Capita, male (2017 PPP$) (1998)",8652.365254
"Gross National Income Per Capita, male (2017 PPP$) (1999)",8586.88048
"Gross National Income Per Capita, male (2017 PPP$) (2000)",8736.395606
"Gross National Income Per Capita, male (2017 PPP$) (2001)",8790.228507
"Gross National Income Per Capita, male (2017 PPP$) (2002)",8839.066853
"Gross National Income Per Capita, male (2017 PPP$) (2003)",8790.943602
"Gross National Income Per Capita, male (2017 PPP$) (2004)",8816.339528
"Gross National Income Per Capita, male (2017 PPP$) (2005)",8977.276589
"Gross National Income Per Capita, male (2017 PPP$) (2006)",8953.57199
"Gross National Income Per Capita, male (2017 PPP$) (2007)",9757.69164
"Gross National Income Per Capita, male (2017 PPP$) (2008)",10017.05737
"Gross National Income Per Capita, male (2017 PPP$) (2009)",9651.551528
"Gross National Income Per Capita, male (2017 PPP$) (2010)",8865.542403
"Gross National Income Per Capita, male (2017 PPP$) (2011)",9215.54676
"Gross National Income Per Capita, male (2017 PPP$) (2012)",9403.258488
"Gross National Income Per Capita, male (2017 PPP$) (2013)",9282.806681
"Gross National Income Per Capita, male (2017 PPP$) (2014)",9482.921078
"Gross National Income Per Capita, male (2017 PPP$) (2015)",9822.878887
"Gross National Income Per Capita, male (2017 PPP$) (2016)",9995.699906
"Gross National Income Per Capita, male (2017 PPP$) (2017)",10213.14543
"Gross National Income Per Capita, male (2017 PPP$) (2018)",10387.21407
"Gross National Income Per Capita, male (2017 PPP$) (2019)",10741.23722
"Gross National Income Per Capita, male (2017 PPP$) (2020)",10555.16045
"Gross National Income Per Capita, male (2017 PPP$) (2021)",11626.20036
"Gross National Income Per Capita, male (2017 PPP$) (2022)",11794.02332
Inequality-adjusted Human Development Index (value) (2010),0.498
Inequality-adjusted Human Development Index (value) (2011),0.501
Inequality-adjusted Human Development Index (value) (2012),0.511
Inequality-adjusted Human Development Index (value) (2013),0.512
Inequality-adjusted Human Development Index (value) (2014),0.519
Inequality-adjusted Human Development Index (value) (2015),0.522
Inequality-adjusted Human Development Index (value) (2016),0.523
Inequality-adjusted Human Development Index (value) (2017),0.532
Inequality-adjusted Human Development Index (value) (2018),0.539
Inequality-adjusted Human Development Index (value) (2019),0.544
Inequality-adjusted Human Development Index (value) (2020),0.532
Inequality-adjusted Human Development Index (value) (2021),0.543
Inequality-adjusted Human Development Index (value) (2022),0.548
Coefficient of human inequality (2010),23.81844633
Coefficient of human inequality (2011),23.40473533
Coefficient of human inequality (2012),22.317454
Coefficient of human inequality (2013),22.53987333
Coefficient of human inequality (2014),21.44831567
Coefficient of human inequality (2015),20.999718
Coefficient of human inequality (2016),20.856634
Coefficient of human inequality (2017),19.90805633
Coefficient of human inequality (2018),19.63562433
Coefficient of human inequality (2019),19.1580343
Coefficient of human inequality (2020),19.8093127
Coefficient of human inequality (2021),18.58513767
Coefficient of human inequality (2022),18.39475373
Overall loss (%) (2010),24.20091324
Overall loss (%) (2011),23.74429224
Overall loss (%) (2012),22.69288956
Overall loss (%) (2013),22.89156627
Overall loss (%) (2014),21.71945701
Overall loss (%) (2015),21.26696833
Overall loss (%) (2016),21.23493976
Overall loss (%) (2017),20.23988006
Overall loss (%) (2018),19.91084695
Overall loss (%) (2019),19.52662722
Overall loss (%) (2020),20.12012012
Overall loss (%) (2021),18.83408072
Overall loss (%) (2022),18.69436202
Inequality in life expectancy (2010),13.390779
Inequality in life expectancy (2011),12.895486
Inequality in life expectancy (2012),12.355422
Inequality in life expectancy (2013),11.95781
Inequality in life expectancy (2014),11.681037
Inequality in life expectancy (2015),11.559134
Inequality in life expectancy (2016),11.513032
Inequality in life expectancy (2017),11.365679
Inequality in life expectancy (2018),10.847123
Inequality in life expectancy (2019),9.8869429
Inequality in life expectancy (2020),9.6527081
Inequality in life expectancy (2021),9.549283
Inequality in life expectancy (2022),9.2424412
Inequality in eduation (2010),27.9879
Inequality in eduation (2011),27.24206
Inequality in eduation (2012),26.71519
Inequality in eduation (2013),26.40672
Inequality in eduation (2014),25.38056
Inequality in eduation (2015),25.17606
