key,value
Expected Years of Schooling (years) (2015),9.744292656
Expected Years of Schooling (years) (2016),9.721621449
Expected Years of Schooling (years) (2017),9.641396204
Expected Years of Schooling (years) (2018),9.672588739
Expected Years of Schooling (years) (2019),9.961707633
Expected Years of Schooling (years) (2020),9.961707633
Expected Years of Schooling (years) (2021),9.961707633
Expected Years of Schooling (years) (2022),9.961707633
Mean Years of Schooling (years) (1990),3.867753515
Mean Years of Schooling (years) (1991),3.947463658
Mean Years of Schooling (years) (1992),4.027173801
Mean Years of Schooling (years) (1993),4.106883943
Mean Years of Schooling (years) (1994),4.186594086
Mean Years of Schooling (years) (1995),4.266304229
Mean Years of Schooling (years) (1996),4.333333212
Mean Years of Schooling (years) (1997),4.400362196
Mean Years of Schooling (years) (1998),4.46739118
Mean Years of Schooling (years) (1999),4.534420163
Mean Years of Schooling (years) (2000),4.601449147
Mean Years of Schooling (years) (2001),4.668478131
Mean Years of Schooling (years) (2002),4.735507114
Mean Years of Schooling (years) (2003),4.802536098
Mean Years of Schooling (years) (2004),4.869565082
Mean Years of Schooling (years) (2005),4.936594065
Mean Years of Schooling (years) (2006),4.945652036
Mean Years of Schooling (years) (2007),4.954710007
Mean Years of Schooling (years) (2008),5.111529946
Mean Years of Schooling (years) (2009),5.268349886
Mean Years of Schooling (years) (2010),5.425169826
Mean Years of Schooling (years) (2011),5.581989765
Mean Years of Schooling (years) (2012),5.518219948
Mean Years of Schooling (years) (2013),5.847009897
Mean Years of Schooling (years) (2014),6.175799847
Mean Years of Schooling (years) (2015),6.294149876
Mean Years of Schooling (years) (2016),6.528709888
Mean Years of Schooling (years) (2017),6.408294916
Mean Years of Schooling (years) (2018),6.287879944
Mean Years of Schooling (years) (2019),7.088479996
Mean Years of Schooling (years) (2020),7.296200514
Mean Years of Schooling (years) (2021),7.296200514
Mean Years of Schooling (years) (2022),7.296200514
Gross National Income Per Capita (2017 PPP$) (1990),3696.388877
Gross National Income Per Capita (2017 PPP$) (1991),3450.916948
Gross National Income Per Capita (2017 PPP$) (1992),3535.322234
Gross National Income Per Capita (2017 PPP$) (1993),3738.299973
Gross National Income Per Capita (2017 PPP$) (1994),3634.314924
Gross National Income Per Capita (2017 PPP$) (1995),3744.727633
Gross National Income Per Capita (2017 PPP$) (1996),3714.130975
Gross National Income Per Capita (2017 PPP$) (1997),3829.133362
Gross National Income Per Capita (2017 PPP$) (1998),3878.443925
Gross National Income Per Capita (2017 PPP$) (1999),3777.661664
Gross National Income Per Capita (2017 PPP$) (2000),3921.567496
Gross National Income Per Capita (2017 PPP$) (2001),3911.380055
Gross National Income Per Capita (2017 PPP$) (2002),3937.678927
Gross National Income Per Capita (2017 PPP$) (2003),3988.483585
Gross National Income Per Capita (2017 PPP$) (2004),4107.875786
Gross National Income Per Capita (2017 PPP$) (2005),4273.268558
Gross National Income Per Capita (2017 PPP$) (2006),4441.443742
Gross National Income Per Capita (2017 PPP$) (2007),4684.993844
Gross National Income Per Capita (2017 PPP$) (2008),4794.636624
Gross National Income Per Capita (2017 PPP$) (2009),4616.401304
Gross National Income Per Capita (2017 PPP$) (2010),4574.168511
Gross National Income Per Capita (2017 PPP$) (2011),4620.063584
Gross National Income Per Capita (2017 PPP$) (2012),4647.680169
Gross National Income Per Capita (2017 PPP$) (2013),4691.298655
Gross National Income Per Capita (2017 PPP$) (2014),4693.282337
Gross National Income Per Capita (2017 PPP$) (2015),4830.831048
Gross National Income Per Capita (2017 PPP$) (2016),4919.994616
Gross National Income Per Capita (2017 PPP$) (2017),5114.505779
Gross National Income Per Capita (2017 PPP$) (2018),5138.869173
Gross National Income Per Capita (2017 PPP$) (2019),5188.036351
Gross National Income Per Capita (2017 PPP$) (2020),4682.741182
Gross National Income Per Capita (2017 PPP$) (2021),5089.140793
Gross National Income Per Capita (2017 PPP$) (2022),5271.604988
GDI Group (2022),2
Gender Development Index (value) (1990),0.878
Gender Development Index (value) (1991),0.899
Gender Development Index (value) (1992),0.905
Gender Development Index (value) (1993),0.895
Gender Development Index (value) (1994),0.895
Gender Development Index (value) (1995),0.91
Gender Development Index (value) (1996),0.925
Gender Development Index (value) (1997),0.929
Gender Development Index (value) (1998),0.914
Gender Development Index (value) (1999),0.94
Gender Development Index (value) (2000),0.941
Gender Development Index (value) (2001),0.942
Gender Development Index (value) (2002),0.928
Gender Development Index (value) (2003),0.936
Gender Development Index (value) (2004),0.938
Gender Development Index (value) (2005),0.979
Gender Development Index (value) (2006),0.97
Gender Development Index (value) (2007),0.974
Gender Development Index (value) (2008),0.975
Gender Development Index (value) (2009),0.98
Gender Development Index (value) (2010),0.98
Gender Development Index (value) (2011),0.98
Gender Development Index (value) (2012),0.981
Gender Development Index (value) (2013),0.995
Gender Development Index (value) (2014),0.999
Gender Development Index (value) (2015),1.001
Gender Development Index (value) (2016),0.994
Gender Development Index (value) (2017),0.987
Gender Development Index (value) (2018),0.999
Gender Development Index (value) (2019),0.973
Gender Development Index (value) (2020),0.989
Gender Development Index (value) (2021),0.981
Gender Development Index (value) (2022),0.974
HDI female (1990),0.466633824
HDI female (1991),0.476975183
HDI female (1992),0.483998336
HDI female (1993),0.485526798
HDI female (1994),0.487863621
HDI female (1995),0.499321621
HDI female (1996),0.508785858
HDI female (1997),0.515593412
HDI female (1998),0.495431077
HDI female (1999),0.526133937
HDI female (2000),0.531629309
HDI female (2001),0.535140522
HDI female (2002),0.533263579
HDI female (2003),0.539865085
HDI female (2004),0.54522953
HDI female (2005),0.56766302
HDI female (2006),0.568211728
HDI female (2007),0.574472153
HDI female (2008),0.579915379
HDI female (2009),0.585092511
HDI female (2010),0.588610381
HDI female (2011),0.590405473
HDI female (2012),0.589146977
HDI female (2013),0.599890951
HDI female (2014),0.602437293
HDI female (2015),0.609944826
HDI female (2016),0.612379193
HDI female (2017),0.609305374
HDI female (2018),0.613113562
HDI female (2019),0.620232472
HDI female (2020),0.617754358
HDI female (2021),0.614182055
HDI female (2022),0.615904261
"Life Expectancy at Birth, female (years) (1990)",67.449
"Life Expectancy at Birth, female (years) (1991)",67.99
"Life Expectancy at Birth, female (years) (1992)",68.25
"Life Expectancy at Birth, female (years) (1993)",68.513
"Life Expectancy at Birth, female (years) (1994)",68.809
"Life Expectancy at Birth, female (years) (1995)",69.362
"Life Expectancy at Birth, female (years) (1996)",69.695
"Life Expectancy at Birth, female (years) (1997)",69.902
"Life Expectancy at Birth, female (years) (1998)",63.617
"Life Expectancy at Birth, female (years) (1999)",70.565
"Life Expectancy at Birth, female (years) (2000)",70.807
"Life Expectancy at Birth, female (years) (2001)",71.284
"Life Expectancy at Birth, female (years) (2002)",71.441
"Life Expectancy at Birth, female (years) (2003)",71.57
"Life Expectancy at Birth, female (years) (2004)",72.07
"Life Expectancy at Birth, female (years) (2005)",72.132
"Life Expectancy at Birth, female (years) (2006)",72.306
"Life Expectancy at Birth, female (years) (2007)",72.368
"Life Expectancy at Birth, female (years) (2008)",72.451
"Life Expectancy at Birth, female (years) (2009)",72.958
"Life Expectancy at Birth, female (years) (2010)",73.278
"Life Expectancy at Birth, female (years) (2011)",73.776
"Life Expectancy at Birth, female (years) (2012)",74.169
"Life Expectancy at Birth, female (years) (2013)",74.497
"Life Expectancy at Birth, female (years) (2014)",74.632
"Life Expectancy at Birth, female (years) (2015)",74.991
"Life Expectancy at Birth, female (years) (2016)",75.078
"Life Expectancy at Birth, female (years) (2017)",75.188
"Life Expectancy at Birth, female (years) (2018)",75.318
"Life Expectancy at Birth, female (years) (2019)",75.37
"Life Expectancy at Birth, female (years) (2020)",73.987
"Life Expectancy at Birth, female (years) (2021)",72.534
"Life Expectancy at Birth, female (years) (2022)",73.157
"Expected Years of Schooling, female (years) (1990)",8.195672704
"Expected Years of Schooling, female (years) (1991)",8.333990097
"Expected Years of Schooling, female (years) (1992)",8.474641856
"Expected Years of Schooling, female (years) (1993)",8.615293615
"Expected Years of Schooling, female (years) (1994)",8.755945374
"Expected Years of Schooling, female (years) (1995)",8.896597133
"Expected Years of Schooling, female (years) (1996)",9.037248892
"Expected Years of Schooling, female (years) (1997)",9.177900651
"Expected Years of Schooling, female (years) (1998)",9.31855241
"Expected Years of Schooling, female (years) (1999)",9.459204169
"Expected Years of Schooling, female (years) (2000)",9.599855928
"Expected Years of Schooling, female (years) (2001)",9.740507687
"Expected Years of Schooling, female (years) (2002)",9.881159446
"Expected Years of Schooling, female (years) (2003)",10.0218112
"Expected Years of Schooling, female (years) (2004)",10.16246296
"Expected Years of Schooling, female (years) (2005)",10.30311472
"Expected Years of Schooling, female (years) (2006)",10.44376648
"Expected Years of Schooling, female (years) (2007)",10.58441824
"Expected Years of Schooling, female (years) (2008)",10.72507
"Expected Years of Schooling, female (years) (2009)",10.71269989
"Expected Years of Schooling, female (years) (2010)",10.70032978
"Expected Years of Schooling, female (years) (2011)",10.5704298
"Expected Years of Schooling, female (years) (2012)",10.44052982
"Expected Years of Schooling, female (years) (2013)",10.38935298
"Expected Years of Schooling, female (years) (2014)",9.999633081
"Expected Years of Schooling, female (years) (2015)",10.25243133
"Expected Years of Schooling, female (years) (2016)",10.14084765
"Expected Years of Schooling, female (years) (2017)",10.01910687
"Expected Years of Schooling, female (years) (2018)",10.02326615
"Expected Years of Schooling, female (years) (2019)",10.32103672
"Expected Years of Schooling, female (years) (2020)",10.32103672
"Expected Years of Schooling, female (years) (2021)",10.32103672
"Expected Years of Schooling, female (years) (2022)",10.32103672
"Mean Years of Schooling, female (years) (1990)",3.818559951
"Mean Years of Schooling, female (years) (1991)",3.900581525
"Mean Years of Schooling, female (years) (1992)",3.982603099
"Mean Years of Schooling, female (years) (1993)",4.064624673
"Mean Years of Schooling, female (years) (1994)",4.146646247
"Mean Years of Schooling, female (years) (1995)",4.305480312
"Mean Years of Schooling, female (years) (1996)",4.378020822
"Mean Years of Schooling, female (years) (1997)",4.450561332
"Mean Years of Schooling, female (years) (1998)",4.523101842
"Mean Years of Schooling, female (years) (1999)",4.595642352
"Mean Years of Schooling, female (years) (2000)",4.668182862
"Mean Years of Schooling, female (years) (2001)",4.740723372
"Mean Years of Schooling, female (years) (2002)",4.813263881
"Mean Years of Schooling, female (years) (2003)",4.885804391
"Mean Years of Schooling, female (years) (2004)",4.958344901
"Mean Years of Schooling, female (years) (2005)",5.030885411
"Mean Years of Schooling, female (years) (2006)",4.94681227
"Mean Years of Schooling, female (years) (2007)",4.972330093
"Mean Years of Schooling, female (years) (2008)",5.133587599
"Mean Years of Schooling, female (years) (2009)",5.294845104
"Mean Years of Schooling, female (years) (2010)",5.45610261
"Mean Years of Schooling, female (years) (2011)",5.617360115
"Mean Years of Schooling, female (years) (2012)",5.558829784
"Mean Years of Schooling, female (years) (2013)",5.900144815
"Mean Years of Schooling, female (years) (2014)",6.241459846
"Mean Years of Schooling, female (years) (2015)",6.404069901
"Mean Years of Schooling, female (years) (2016)",6.557390213
"Mean Years of Schooling, female (years) (2017)",6.469905138
"Mean Years of Schooling, female (years) (2018)",6.382420063
"Mean Years of Schooling, female (years) (2019)",6.756909847
"Mean Years of Schooling, female (years) (2020)",6.867461256
"Mean Years of Schooling, female (years) (2021)",6.867461256
"Mean Years of Schooling, female (years) (2022)",6.867461256
"Gross National Income Per Capita, female (2017 PPP$) (1990)",1549.438361
"Gross National Income Per Capita, female (2017 PPP$) (1991)",1710.435021
"Gross National Income Per Capita, female (2017 PPP$) (1992)",1811.141271
"Gross National Income Per Capita, female (2017 PPP$) (1993)",1738.908001
"Gross National Income Per Capita, female (2017 PPP$) (1994)",1692.238433
"Gross National Income Per Capita, female (2017 PPP$) (1995)",1865.805938
"Gross National Income Per Capita, female (2017 PPP$) (1996)",2059.451924
"Gross National Income Per Capita, female (2017 PPP$) (1997)",2187.13387
"Gross National Income Per Capita, female (2017 PPP$) (1998)",2235.122675
"Gross National Income Per Capita, female (2017 PPP$) (1999)",2298.266324
"Gross National Income Per Capita, female (2017 PPP$) (2000)",2379.786188
"Gross National Income Per Capita, female (2017 PPP$) (2001)",2342.869592
"Gross National Income Per Capita, female (2017 PPP$) (2002)",2144.814855
"Gross National Income Per Capita, female (2017 PPP$) (2003)",2280.699159
"Gross National Income Per Capita, female (2017 PPP$) (2004)",2318.857599
"Gross National Income Per Capita, female (2017 PPP$) (2005)",3291.974312
"Gross National Income Per Capita, female (2017 PPP$) (2006)",3257.337673
"Gross National Income Per Capita, female (2017 PPP$) (2007)",3510.094527
"Gross National Income Per Capita, female (2017 PPP$) (2008)",3594.300144
"Gross National Income Per Capita, female (2017 PPP$) (2009)",3671.21996
"Gross National Income Per Capita, female (2017 PPP$) (2010)",3685.858533
"Gross National Income Per Capita, female (2017 PPP$) (2011)",3629.177975
"Gross National Income Per Capita, female (2017 PPP$) (2012)",3597.95917
"Gross National Income Per Capita, female (2017 PPP$) (2013)",3970.972882
"Gross National Income Per Capita, female (2017 PPP$) (2014)",4105.031853
"Gross National Income Per Capita, female (2017 PPP$) (2015)",4182.231483
"Gross National Income Per Capita, female (2017 PPP$) (2016)",4281.525804
"Gross National Income Per Capita, female (2017 PPP$) (2017)",4209.635906
"Gross National Income Per Capita, female (2017 PPP$) (2018)",4573.301376
"Gross National Income Per Capita, female (2017 PPP$) (2019)",4440.506739
"Gross National Income Per Capita, female (2017 PPP$) (2020)",4566.065584
"Gross National Income Per Capita, female (2017 PPP$) (2021)",4767.388779
"Gross National Income Per Capita, female (2017 PPP$) (2022)",4694.873933
HDI male (1990),0.531563749
HDI male (1991),0.530798584
HDI male (1992),0.534807649
HDI male (1993),0.542248757
HDI male (1994),0.54486227
HDI male (1995),0.548735657
HDI male (1996),0.549956333
HDI male (1997),0.55480389
HDI male (1998),0.541846003
HDI male (1999),0.559835766
HDI male (2000),0.564780905
HDI male (2001),0.568012578
HDI male (2002),0.574335841
HDI male (2003),0.576842321
HDI male (2004),0.581093836
HDI male (2005),0.579793424
HDI male (2006),0.585541287
HDI male (2007),0.590057428
HDI male (2008),0.594865984
HDI male (2009),0.597031853
HDI male (2010),0.600422066
HDI male (2011),0.602394339
HDI male (2012),0.600437923
HDI male (2013),0.602953212
HDI male (2014),0.603326945
HDI male (2015),0.60916524
HDI male (2016),0.615858421
HDI male (2017),0.617472656
HDI male (2018),0.613799383
HDI male (2019),0.637124627
HDI male (2020),0.624720685
HDI male (2021),0.626010375
HDI male (2022),0.632366731
"Life Expectancy at Birth, male (years) (1990)",63.202
"Life Expectancy at Birth, male (years) (1991)",63.68
"Life Expectancy at Birth, male (years) (1992)",63.897
"Life Expectancy at Birth, male (years) (1993)",64.151
"Life Expectancy at Birth, male (years) (1994)",64.496
"Life Expectancy at Birth, male (years) (1995)",65.064
"Life Expectancy at Birth, male (years) (1996)",65.336
"Life Expectancy at Birth, male (years) (1997)",65.782
"Life Expectancy at Birth, male (years) (1998)",61.834
"Life Expectancy at Birth, male (years) (1999)",66.413
"Life Expectancy at Birth, male (years) (2000)",66.652
"Life Expectancy at Birth, male (years) (2001)",66.883
"Life Expectancy at Birth, male (years) (2002)",67.413
"Life Expectancy at Birth, male (years) (2003)",67.566
"Life Expectancy at Birth, male (years) (2004)",67.677
"Life Expectancy at Birth, male (years) (2005)",68.191
"Life Expectancy at Birth, male (years) (2006)",68.335
"Life Expectancy at Birth, male (years) (2007)",68.498
"Life Expectancy at Birth, male (years) (2008)",68.549
"Life Expectancy at Birth, male (years) (2009)",68.983
"Life Expectancy at Birth, male (years) (2010)",69.038
"Life Expectancy at Birth, male (years) (2011)",69.261
"Life Expectancy at Birth, male (years) (2012)",69.471
"Life Expectancy at Birth, male (years) (2013)",69.613
"Life Expectancy at Birth, male (years) (2014)",70.036
"Life Expectancy at Birth, male (years) (2015)",70.15
"Life Expectancy at Birth, male (years) (2016)",70.257
"Life Expectancy at Birth, male (years) (2017)",70.351
"Life Expectancy at Birth, male (years) (2018)",70.461
"Life Expectancy at Birth, male (years) (2019)",70.534
"Life Expectancy at Birth, male (years) (2020)",69.126
"Life Expectancy at Birth, male (years) (2021)",67.894
"Life Expectancy at Birth, male (years) (2022)",68.461
"Expected Years of Schooling, male (years) (1990)",7.838029731
"Expected Years of Schooling, male (years) (1991)",7.930449963
"Expected Years of Schooling, male (years) (1992)",8.023959945
"Expected Years of Schooling, male (years) (1993)",8.117469928
"Expected Years of Schooling, male (years) (1994)",8.21097991
"Expected Years of Schooling, male (years) (1995)",8.304489893
"Expected Years of Schooling, male (years) (1996)",8.397999876
"Expected Years of Schooling, male (years) (1997)",8.491509858
"Expected Years of Schooling, male (years) (1998)",8.585019841
"Expected Years of Schooling, male (years) (1999)",8.678529824
"Expected Years of Schooling, male (years) (2000)",8.772039806
"Expected Years of Schooling, male (years) (2001)",8.865549789
"Expected Years of Schooling, male (years) (2002)",8.959059771
"Expected Years of Schooling, male (years) (2003)",9.052569754
"Expected Years of Schooling, male (years) (2004)",9.146079737
"Expected Years of Schooling, male (years) (2005)",9.239589719
"Expected Years of Schooling, male (years) (2006)",9.333099702
"Expected Years of Schooling, male (years) (2007)",9.426609684
"Expected Years of Schooling, male (years) (2008)",9.520119667
"Expected Years of Schooling, male (years) (2009)",9.666729927
"Expected Years of Schooling, male (years) (2010)",9.813340187
"Expected Years of Schooling, male (years) (2011)",9.61403513
"Expected Years of Schooling, male (years) (2012)",9.414730072
"Expected Years of Schooling, male (years) (2013)",9.40006665
"Expected Years of Schooling, male (years) (2014)",9.02065687
"Expected Years of Schooling, male (years) (2015)",9.234597917
"Expected Years of Schooling, male (years) (2016)",9.288907825
"Expected Years of Schooling, male (years) (2017)",9.252730805
"Expected Years of Schooling, male (years) (2018)",9.325433918
"Expected Years of Schooling, male (years) (2019)",9.593739133
"Expected Years of Schooling, male (years) (2020)",9.593739133
"Expected Years of Schooling, male (years) (2021)",9.593739133
"Expected Years of Schooling, male (years) (2022)",9.593739133
"Mean Years of Schooling, male (years) (1990)",3.91694708
"Mean Years of Schooling, male (years) (1991)",3.994345791
"Mean Years of Schooling, male (years) (1992)",4.071744502
"Mean Years of Schooling, male (years) (1993)",4.149143214
"Mean Years of Schooling, male (years) (1994)",4.226541925
"Mean Years of Schooling, male (years) (1995)",4.227128145
"Mean Years of Schooling, male (years) (1996)",4.288645603
"Mean Years of Schooling, male (years) (1997)",4.35016306
"Mean Years of Schooling, male (years) (1998)",4.411680517
"Mean Years of Schooling, male (years) (1999)",4.473197975
"Mean Years of Schooling, male (years) (2000)",4.534715432
"Mean Years of Schooling, male (years) (2001)",4.59623289
"Mean Years of Schooling, male (years) (2002)",4.657750347
"Mean Years of Schooling, male (years) (2003)",4.719267805
"Mean Years of Schooling, male (years) (2004)",4.780785262
"Mean Years of Schooling, male (years) (2005)",4.842302719
"Mean Years of Schooling, male (years) (2006)",4.888001402
"Mean Years of Schooling, male (years) (2007)",4.933700085
"Mean Years of Schooling, male (years) (2008)",5.085027575
"Mean Years of Schooling, male (years) (2009)",5.236355066
"Mean Years of Schooling, male (years) (2010)",5.387682557
"Mean Years of Schooling, male (years) (2011)",5.539010048
"Mean Years of Schooling, male (years) (2012)",5.469170094
"Mean Years of Schooling, male (years) (2013)",5.782130003
"Mean Years of Schooling, male (years) (2014)",6.095089912
"Mean Years of Schooling, male (years) (2015)",6.157380104
"Mean Years of Schooling, male (years) (2016)",6.493400097
"Mean Years of Schooling, male (years) (2017)",6.334165096
"Mean Years of Schooling, male (years) (2018)",6.174930096
"Mean Years of Schooling, male (years) (2019)",7.431379795
"Mean Years of Schooling, male (years) (2020)",7.756288523
"Mean Years of Schooling, male (years) (2021)",7.756288523
"Mean Years of Schooling, male (years) (2022)",7.756288523
"Gross National Income Per Capita, male (2017 PPP$) (1990)",5799.736532
"Gross National Income Per Capita, male (2017 PPP$) (1991)",5156.137838
"Gross National Income Per Capita, male (2017 PPP$) (1992)",5224.661147
"Gross National Income Per Capita, male (2017 PPP$) (1993)",5697.391228
"Gross National Income Per Capita, male (2017 PPP$) (1994)",5537.30029
"Gross National Income Per Capita, male (2017 PPP$) (1995)",5585.792741
"Gross National Income Per Capita, male (2017 PPP$) (1996)",5335.372779
"Gross National Income Per Capita, male (2017 PPP$) (1997)",5437.76581
"Gross National Income Per Capita, male (2017 PPP$) (1998)",5487.562811
"Gross National Income Per Capita, male (2017 PPP$) (1999)",5225.551483
"Gross National Income Per Capita, male (2017 PPP$) (2000)",5430.265523
"Gross National Income Per Capita, male (2017 PPP$) (2001)",5446.011895
"Gross National Income Per Capita, male (2017 PPP$) (2002)",5691.487905
"Gross National Income Per Capita, male (2017 PPP$) (2003)",5658.649115
"Gross National Income Per Capita, male (2017 PPP$) (2004)",5857.190675
"Gross National Income Per Capita, male (2017 PPP$) (2005)",5232.636433
"Gross National Income Per Capita, male (2017 PPP$) (2006)",5598.86226
"Gross National Income Per Capita, male (2017 PPP$) (2007)",5833.198083
"Gross National Income Per Capita, male (2017 PPP$) (2008)",5967.502718
"Gross National Income Per Capita, male (2017 PPP$) (2009)",5539.838989
"Gross National Income Per Capita, male (2017 PPP$) (2010)",5442.002961
"Gross National Income Per Capita, male (2017 PPP$) (2011)",5588.162619
"Gross National Income Per Capita, male (2017 PPP$) (2012)",5673.411829
"Gross National Income Per Capita, male (2017 PPP$) (2013)",5395.323957
"Gross National Income Per Capita, male (2017 PPP$) (2014)",5268.357692
"Gross National Income Per Capita, male (2017 PPP$) (2015)",5465.065899
"Gross National Income Per Capita, male (2017 PPP$) (2016)",5544.516633
"Gross National Income Per Capita, male (2017 PPP$) (2017)",5999.900371
"Gross National Income Per Capita, male (2017 PPP$) (2018)",5692.458729
"Gross National Income Per Capita, male (2017 PPP$) (2019)",5920.002835
"Gross National Income Per Capita, male (2017 PPP$) (2020)",4797.039035
"Gross National Income Per Capita, male (2017 PPP$) (2021)",5404.504539
"Gross National Income Per Capita, male (2017 PPP$) (2022)",5837.184487
Inequality-adjusted Human Development Index (value) (2010),0.442
Inequality-adjusted Human Development Index (value) (2011),0.433
Inequality-adjusted Human Development Index (value) (2012),0.435
Inequality-adjusted Human Development Index (value) (2013),0.451
Inequality-adjusted Human Development Index (value) (2014),0.463
Inequality-adjusted Human Development Index (value) (2015),0.473
Inequality-adjusted Human Development Index (value) (2016),0.474
Inequality-adjusted Human Development Index (value) (2017),0.473
Inequality-adjusted Human Development Index (value) (2018),0.474
Inequality-adjusted Human Development Index (value) (2019),0.483
Inequality-adjusted Human Development Index (value) (2020),0.477
Inequality-adjusted Human Development Index (value) (2021),0.476
Inequality-adjusted Human Development Index (value) (2022),0.48
Coefficient of human inequality (2010),25.27530933
Coefficient of human inequality (2011),26.55844033
Coefficient of human inequality (2012),26.08553167
Coefficient of human inequality (2013),24.41830367
Coefficient of human inequality (2014),22.735372
Coefficient of human inequality (2015),22.09114867
Coefficient of human inequality (2016),22.42867433
Coefficient of human inequality (2017),22.52926033
Coefficient of human inequality (2018),22.15677633
Coefficient of human inequality (2019),22.56802933
Coefficient of human inequality (2020),22.471581
Coefficient of human inequality (2021),22.437462
Coefficient of human inequality (2022),22.30073327
Overall loss (%) (2010),25.83892617
Overall loss (%) (2011),27.59197324
Overall loss (%) (2012),27.01342282
Overall loss (%) (2013),25.08305648
Overall loss (%) (2014),23.2172471
Overall loss (%) (2015),22.45901639
Overall loss (%) (2016),22.92682927
Overall loss (%) (2017),22.96416938
Overall loss (%) (2018),22.80130293
Overall loss (%) (2019),23.21144674
Overall loss (%) (2020),23.1884058
Overall loss (%) (2021),23.22580645
Overall loss (%) (2022),23.07692308
Inequality in life expectancy (2010),13.815298
Inequality in life expectancy (2011),13.196401
Inequality in life expectancy (2012),12.730535
Inequality in life expectancy (2013),12.350331
Inequality in life expectancy (2014),11.965036
Inequality in life expectancy (2015),11.601396
Inequality in life expectancy (2016),11.315993
Inequality in life expectancy (2017),11.036491
Inequality in life expectancy (2018),10.737219
Inequality in life expectancy (2019),10.525048
Inequality in life expectancy (2020),10.235703
Inequality in life expectancy (2021),10.133346
Inequality in life expectancy (2022),9.7231598
